judge,arm,metric,iteration,n,mean,sd,se
gpt-4o-mini,PTO_LA5,CSQ-8,6,96,2.78125,1.0484951622507173,0.1070115893871215
gpt-4o-mini,PTO_LA5,CSQ-8,7,96,2.8346354166666665,1.0367419221041685,0.10581202933781156
gpt-4o-mini,PTO_LA5,CSQ-8,8,96,2.8515625,1.011823604478047,0.10326881419478666
gpt-4o-mini,PTO_LA5,CSQ-8,9,96,2.875,0.9797287487119236,0.09999314669498562
gpt-4o-mini,PTO_LA5,CSQ-8,10,96,2.953125,0.8931850901482614,0.09116032153020978
gpt-4o-mini,PTO_LA5,MI-SAT,0,96,2.8385416666666665,1.3774400200269812,0.1405843833481311
gpt-4o-mini,PTO_LA5,MI-SAT,1,96,2.9375,1.3665275924103084,0.13947063836830176
gpt-4o-mini,PTO_LA5,MI-SAT,2,96,3.0868055555555554,1.3403279616699446,0.13679664975316727
gpt-4o-mini,PTO_LA5,MI-SAT,3,96,3.265625,1.2332096014273615,0.12586392789158557
gpt-4o-mini,PTO_LA5,MI-SAT,4,96,3.361111111111111,1.2263354498168855,0.125162337730744
gpt-4o-mini,PTO_LA5,MI-SAT,5,96,3.498263888888889,1.1276676731606783,0.1150920999448023
gpt-4o-mini,PTO_LA5,MI-SAT,6,96,3.486111111111111,1.120167767997294,0.1143266440794041
gpt-4o-mini,PTO_LA5,MI-SAT,7,96,3.519097222222222,1.1432153771864153,0.11667893084208861
gpt-4o-mini,PTO_LA5,MI-SAT,8,96,3.6006944444444446,1.0447527384986315,0.10662962986237641
gpt-4o-mini,PTO_LA5,MI-SAT,9,96,3.576388888888889,1.0664793329649318,0.1088470911244936
gpt-4o-mini,PTO_LA5,MI-SAT,10,96,3.7100694444444446,0.9441245803371933,0.09635931147689282
gpt-4o-mini,PTO_LA5,MICI,0,96,0.1775191236178688,0.19984972272332746,0.02039707691286887
gpt-4o-mini,PTO_LA5,MICI,1,96,0.22243718478553035,0.23167895955215861,0.023645634793403807
gpt-4o-mini,PTO_LA5,MICI,2,96,0.23052356517357483,0.22018193573924413,0.022472224714142643
gpt-4o-mini,PTO_LA5,MICI,3,96,0.2479555774604528,0.228234269069672,0.023294062543240734
gpt-4o-mini,PTO_LA5,MICI,4,96,0.3257345343066314,0.22301934976818286,0.022761817070805747
gpt-4o-mini,PTO_LA5,MICI,5,96,0.3251298545156546,0.20598927766479094,0.02102369261513423
gpt-4o-mini,PTO_LA5,MICI,6,96,0.3204286121827282,0.1895957832024763,0.019350538592892038
gpt-4o-mini,PTO_LA5,MICI,7,96,0.2628899325111593,0.18379370741281043,0.018758366712323823
gpt-4o-mini,PTO_LA5,MICI,8,96,0.2901173282510882,0.15975333591077942,0.016304756570368742
gpt-4o-mini,PTO_LA5,MICI,9,96,0.2692849565921837,0.15937567964912958,0.01626621218956836
gpt-4o-mini,PTO_LA5,MICI,10,96,0.2636857207387288,0.18724919118549577,0.019111040548054924
gpt-4o-mini,PTO_LA5,MITI,0,96,3.1484375,0.9607960823411518,0.09806083952503805
gpt-4o-mini,PTO_LA5,MITI,1,96,3.2109375,1.0139345749940778,0.10348426422088396
gpt-4o-mini,PTO_LA5,MITI,2,96,3.3932291666666665,0.9704480731699653,0.09904594171389705
gpt-4o-mini,PTO_LA5,MITI,3,96,3.6119791666666665,0.8994660635962891,0.09180137069836133
gpt-4o-mini,PTO_LA5,MITI,4,96,3.8046875,0.7713650963338341,0.07872712047544521
gpt-4o-mini,PTO_LA5,MITI,5,96,3.9296875,0.6455343818557573,0.06588457695706487
gpt-4o-mini,PTO_LA5,MITI,6,96,3.8802083333333335,0.7880515334026359,0.08043017282726299
gpt-4o-mini,PTO_LA5,MITI,7,96,4.015625,0.6880679472261443,0.07022564079451324
gpt-4o-mini,PTO_LA5,MITI,8,96,4.109375,0.6333001491768089,0.06463592581298541
gpt-4o-mini,PTO_LA5,MITI,9,96,4.153645833333333,0.7093082171593844,0.0723934667668223
gpt-4o-mini,PTO_LA5,MITI,10,96,4.2578125,0.6139315976384888,0.06265913129941532
gpt-4o-mini,PTO_LA5,PCT,0,96,0.48141652517204614,0.31747492416130874,0.032402148763499714
gpt-4o-mini,PTO_LA5,PCT,1,96,0.48672020034112423,0.3247139390049742,0.03314097762214195
gpt-4o-mini,PTO_LA5,PCT,2,96,0.4946154759843619,0.30847956720662034,0.03148406398878378
gpt-4o-mini,PTO_LA5,PCT,3,96,0.5312949967261827,0.3068944773663961,0.03132228643440798
gpt-4o-mini,PTO_LA5,PCT,4,96,0.5562211118006501,0.3022428513777762,0.03084753184497514
gpt-4o-mini,PTO_LA5,PCT,5,96,0.5747556929049012,0.2716647631318851,0.027726668781965596
gpt-4o-mini,PTO_LA5,PCT,6,96,0.5628722827092393,0.27685713600488693,0.02825661311917908
gpt-4o-mini,PTO_LA5,PCT,7,96,0.565118462021961,0.2954853813720464,0.030157850450550135
gpt-4o-mini,PTO_LA5,PCT,8,96,0.5874355841687203,0.26557752391386996,0.02710539253086578
gpt-4o-mini,PTO_LA5,PCT,9,96,0.5940193881110601,0.2891129479938631,0.02950746669236559
gpt-4o-mini,PTO_LA5,PCT,10,96,0.6377906343116583,0.2375966426009659,0.024249605790449446
gpt-4o-mini,PTO_LA5,Q1,0,96,2.9458333333333333,1.2557167520597585,0.12816105433380776
gpt-4o-mini,PTO_LA5,Q1,1,96,3.1041666666666665,1.279795762214603,0.13061860801675207
gpt-4o-mini,PTO_LA5,Q1,2,96,3.2624999999999997,1.2656805949452858,0.1291779847899245
gpt-4o-mini,PTO_LA5,Q1,3,96,3.6020833333333333,1.148544082206656,0.11722278952081347
gpt-4o-mini,PTO_LA5,Q1,4,96,3.8354166666666667,1.0674099657993266,0.1089420734404164
gpt-4o-mini,PTO_LA5,Q1,5,96,3.9791666666666665,0.9418812827937463,0.09613035588011432
gpt-4o-mini,PTO_LA5,Q1,6,96,3.8708333333333336,1.0799528904605216,0.11022223032800386
gpt-4o-mini,PTO_LA5,Q1,7,96,4.025,0.9616871140153423,0.09815178006447242
gpt-4o-mini,PTO_LA5,Q1,8,96,4.091666666666667,0.933546341608077,0.09527967450757274
gpt-4o-mini,PTO_LA5,Q1,9,96,4.133333333333334,0.927551010561135,0.09466777859490298
gpt-4o-mini,PTO_LA5,Q1,10,96,4.2250000000000005,0.8188567126118426,0.08357421326466088
gpt-4o-mini,PTO_LA5,Q1Q2,0,96,3.003247549019608,1.19068712795265,0.1215239961159991
gpt-4o-mini,PTO_LA5,Q1Q2,1,96,3.180759803921569,1.1953809843763348,0.12200306083116212
gpt-4o-mini,PTO_LA5,Q1Q2,2,96,3.308026960784314,1.1694151035551898,0.1193529292172569
gpt-4o-mini,PTO_LA5,Q1Q2,3,96,3.674203431372549,1.012806853943959,0.10336916667317617
gpt-4o-mini,PTO_LA5,Q1Q2,4,96,3.8879901960784315,0.8981872987989026,0.09167085731275174
gpt-4o-mini,PTO_LA5,Q1Q2,5,96,4.016544117647059,0.8169357052166591,0.08337815126839787
gpt-4o-mini,PTO_LA5,Q1Q2,6,96,3.8971200980392156,0.9532182430956914,0.09728742954569576
gpt-4o-mini,PTO_LA5,Q1Q2,7,96,4.085416666666666,0.808797907465456,0.08254759076338053
gpt-4o-mini,PTO_LA5,Q1Q2,8,96,4.1438725490196076,0.7727280651433016,0.07886622789705038
gpt-4o-mini,PTO_LA5,Q1Q2,9,96,4.19718137254902,0.7868279007827129,0.08030528634595314
gpt-4o-mini,PTO_LA5,Q1Q2,10,96,4.306740196078431,0.6578619581465753,0.0671427549436372
gpt-4o-mini,PTO_LA5,Q2,0,96,3.0606617647058822,1.1631272137285635,0.11871117414917058
gpt-4o-mini,PTO_LA5,Q2,1,96,3.2573529411764706,1.151349441452151,0.11750911029984105
gpt-4o-mini,PTO_LA5,Q2,2,96,3.3535539215686274,1.1019921958033483,0.1124716075103089
gpt-4o-mini,PTO_LA5,Q2,3,96,3.7463235294117645,0.9073371977298544,0.0926047149618713
gpt-4o-mini,PTO_LA5,Q2,4,96,3.9405637254901964,0.7649437492239016,0.07807174448041895
gpt-4o-mini,PTO_LA5,Q2,5,96,4.053921568627451,0.7198649515522055,0.07347090895900987
gpt-4o-mini,PTO_LA5,Q2,6,96,3.923406862745098,0.8579757379456703,0.08756678206894782
gpt-4o-mini,PTO_LA5,Q2,7,96,4.145833333333333,0.6824265555821626,0.06964986867089007
gpt-4o-mini,PTO_LA5,Q2,8,96,4.196078431372549,0.636798280479185,0.0649929523439887
gpt-4o-mini,PTO_LA5,Q2,9,96,4.261029411764706,0.6618799349283753,0.06755283798171054
gpt-4o-mini,PTO_LA5,Q2,10,96,4.388480392156862,0.5314703126757225,0.05424296164553962
gpt-4o-mini,PTO_LA5,WAI-SR,0,96,2.8194444444444446,1.1363650540483803,0.11597977266453165
gpt-4o-mini,PTO_LA5,WAI-SR,1,96,2.9244791666666665,1.033650073484835,0.10549646885950759
gpt-4o-mini,PTO_LA5,WAI-SR,2,96,3.0277777777777772,1.0271651406277658,0.10483460317133972
gpt-4o-mini,PTO_LA5,WAI-SR,3,96,3.1744791666666665,0.9758096147506266,0.09959315176003602
gpt-4o-mini,PTO_LA5,WAI-SR,4,96,3.298611111111111,0.9122033817886166,0.09310136779263933
gpt-4o-mini,PTO_LA5,WAI-SR,5,96,3.3611111111111107,0.8985585164069212,0.09170874455121765
gpt-4o-mini,PTO_LA5,WAI-SR,6,96,3.3697916666666665,0.8899054174724321,0.09082559133941269
gpt-4o-mini,PTO_LA5,WAI-SR,7,96,3.366319444444444,0.9455558690841351,0.09650539177291761
gpt-4o-mini,PTO_LA5,WAI-SR,8,96,3.3993055555555554,0.870312562884743,0.0888259039917299
gpt-4o-mini,PTO_LA5,WAI-SR,9,96,3.498263888888889,0.8823297150843656,0.09005239945216491
gpt-4o-mini,PTO_LA5,WAI-SR,10,96,3.535590277777778,0.8038417252478952,0.08204175253399389
claude-haiku-4-5,GRPO_LA0,CSQ-8,0,96,2.0872395833333335,0.9561297725704467,0.09758458627837177
claude-haiku-4-5,GRPO_LA0,CSQ-8,1,96,2.2369791666666665,0.9954632561266366,0.1015990431333225
claude-haiku-4-5,GRPO_LA0,CSQ-8,2,96,2.29296875,1.0454834132755098,0.10670420404451282
claude-haiku-4-5,GRPO_LA0,CSQ-8,3,96,2.69921875,0.9161522305487629,0.09350439548154685
claude-haiku-4-5,GRPO_LA0,CSQ-8,4,96,2.55859375,0.9263953069843519,0.09454982509252682
claude-haiku-4-5,GRPO_LA0,CSQ-8,5,96,2.5989583333333335,0.9943783873319967,0.10148831917562517
claude-haiku-4-5,GRPO_LA0,CSQ-8,6,96,2.4973958333333335,0.9555893687492901,0.09752943154433494
claude-haiku-4-5,GRPO_LA0,CSQ-8,7,96,2.6236979166666665,0.9860031613036934,0.10063352624854936
claude-haiku-4-5,GRPO_LA0,CSQ-8,8,96,2.6809895833333335,0.9870659925124365,0.10074200100455462
claude-haiku-4-5,GRPO_LA0,CSQ-8,9,96,2.1197916666666665,1.0439229949082671,0.10654494451180402
claude-haiku-4-5,GRPO_LA0,CSQ-8,10,96,2.484375,0.9276899011154423,0.09468195405274236
claude-haiku-4-5,GRPO_LA0,MI-SAT,0,96,2.5208333333333335,1.129417901098454,0.11527073183568205
claude-haiku-4-5,GRPO_LA0,MI-SAT,1,96,2.6284722222222223,1.0619630853009487,0.10838615352746048
claude-haiku-4-5,GRPO_LA0,MI-SAT,2,96,2.675347222222222,1.1003374792426734,0.11230272370853446
claude-haiku-4-5,GRPO_LA0,MI-SAT,3,96,2.980902777777778,0.9261849662016405,0.09452835727628763
claude-haiku-4-5,GRPO_LA0,MI-SAT,4,96,2.894097222222222,0.8964255828210518,0.09149105292869161
claude-haiku-4-5,GRPO_LA0,MI-SAT,5,96,2.8680555555555554,0.9899839524562293,0.10103981404422847
claude-haiku-4-5,GRPO_LA0,MI-SAT,6,96,2.706597222222222,0.9044221416636061,0.09230719829795825
claude-haiku-4-5,GRPO_LA0,MI-SAT,7,96,2.887152777777778,0.9426523459998937,0.09620905218905162
claude-haiku-4-5,GRPO_LA0,MI-SAT,8,96,2.9166666666666665,0.9353361968669825,0.09546235084497923
claude-haiku-4-5,GRPO_LA0,MI-SAT,9,96,2.3784722222222223,1.023832716218436,0.10449448902928749
claude-haiku-4-5,GRPO_LA0,MI-SAT,10,96,2.824652777777778,0.9091380763725231,0.09278851636867187
claude-haiku-4-5,GRPO_LA0,MICI,0,96,0.3837395138031685,0.2952847689594065,0.030137375531923617
claude-haiku-4-5,GRPO_LA0,MICI,1,96,0.37318383796107285,0.28446136145476664,0.029032716129232878
claude-haiku-4-5,GRPO_LA0,MICI,2,96,0.3090360559454019,0.2624441577917142,0.02678559469017391
claude-haiku-4-5,GRPO_LA0,MICI,3,96,0.40745341198569257,0.19164395808444498,0.019559579566425723
claude-haiku-4-5,GRPO_LA0,MICI,4,96,0.5076504374037268,0.19394136222677638,0.01979405739482857
claude-haiku-4-5,GRPO_LA0,MICI,5,96,0.6286796194430865,0.23280451693613255,0.02376051151286039
claude-haiku-4-5,GRPO_LA0,MICI,6,96,0.6116606025534718,0.22565876192451745,0.02303120094596903
claude-haiku-4-5,GRPO_LA0,MICI,7,96,0.6548406235378846,0.2362073667098279,0.024107813413564508
claude-haiku-4-5,GRPO_LA0,MICI,8,96,0.8983408530984858,0.26915110169700124,0.027470119286066526
claude-haiku-4-5,GRPO_LA0,MICI,9,96,0.6956101278895397,0.29304197714855873,0.029908471551262382
claude-haiku-4-5,GRPO_LA0,MICI,10,96,1.0497512573595535,0.19342850756791383,0.019741714385394304
claude-haiku-4-5,GRPO_LA0,MITI,0,96,1.8880208333333333,0.623940988761069,0.0636807105030097
claude-haiku-4-5,GRPO_LA0,MITI,1,96,1.9791666666666667,0.5662279003084529,0.057790393078467145
claude-haiku-4-5,GRPO_LA0,MITI,2,96,2.0729166666666665,0.5981513919730508,0.06104857080289451
claude-haiku-4-5,GRPO_LA0,MITI,3,96,2.3828125,0.3751370363648884,0.038287263446411424
claude-haiku-4-5,GRPO_LA0,MITI,4,96,2.28125,0.37740457141682293,0.03851869277354122
claude-haiku-4-5,GRPO_LA0,MITI,5,96,2.0859375,0.4335109495976458,0.0442450260176512
claude-haiku-4-5,GRPO_LA0,MITI,6,96,2.140625,0.4242834516787345,0.0433032484549876
claude-haiku-4-5,GRPO_LA0,MITI,7,96,2.1901041666666665,0.33978474545749404,0.0346791353646802
claude-haiku-4-5,GRPO_LA0,MITI,8,96,2.21875,0.29967087208960996,0.03058503030809956
claude-haiku-4-5,GRPO_LA0,MITI,9,96,1.9791666666666667,0.43174472639735834,0.044064761617127454
claude-haiku-4-5,GRPO_LA0,MITI,10,96,2.0989583333333335,0.2652684009854991,0.027073842804103132
claude-haiku-4-5,GRPO_LA0,PCT,0,96,0.5257424001362452,0.35704767423467976,0.03644102565510157
claude-haiku-4-5,GRPO_LA0,PCT,1,96,0.5390022408052467,0.34411460568518343,0.035121049873655615
claude-haiku-4-5,GRPO_LA0,PCT,2,96,0.5526926184085417,0.32514976479341584,0.0331854589054098
claude-haiku-4-5,GRPO_LA0,PCT,3,96,0.6006299741157436,0.3195104188679165,0.03260989557205493
claude-haiku-4-5,GRPO_LA0,PCT,4,96,0.5855126108125334,0.32488508983647885,0.033158445630735264
claude-haiku-4-5,GRPO_LA0,PCT,5,96,0.554870743927197,0.3464778415418237,0.03536224662326469
claude-haiku-4-5,GRPO_LA0,PCT,6,96,0.5541129332949185,0.3516369448723406,0.03588879540201718
claude-haiku-4-5,GRPO_LA0,PCT,7,96,0.5832646086999802,0.3231222989268864,0.03297853153691367
claude-haiku-4-5,GRPO_LA0,PCT,8,96,0.5960397259993332,0.3401214795932763,0.034713503148498685
claude-haiku-4-5,GRPO_LA0,PCT,9,96,0.4634254284336521,0.3849266493251755,0.03928641163524645
claude-haiku-4-5,GRPO_LA0,PCT,10,96,0.61249665828202,0.3183244654704666,0.03248885471028525
claude-haiku-4-5,GRPO_LA0,Q1,0,96,1.6937499999999999,0.7409542211869347,0.07562332352788728
claude-haiku-4-5,GRPO_LA0,Q1,1,96,1.9604166666666665,0.9142703926504419,0.09331233120531693
claude-haiku-4-5,GRPO_LA0,Q1,2,96,1.9708333333333332,0.8583848562291327,0.08760853752890307
claude-haiku-4-5,GRPO_LA0,Q1,3,96,2.5770833333333334,0.7888004439342546,0.08050660818832393
claude-haiku-4-5,GRPO_LA0,Q1,4,96,2.4458333333333333,1.0041929639127778,0.10249001520330782
claude-haiku-4-5,GRPO_LA0,Q1,5,96,2.3604166666666666,1.0278725260578576,0.10490680039447323
claude-haiku-4-5,GRPO_LA0,Q1,6,96,2.1791666666666667,1.086754382424703,0.11091640469474906
claude-haiku-4-5,GRPO_LA0,Q1,7,96,2.3895833333333334,0.9919124713789987,0.10123664268256544
claude-haiku-4-5,GRPO_LA0,Q1,8,96,2.3249999999999997,0.8305990228998017,0.08477265778994977
claude-haiku-4-5,GRPO_LA0,Q1,9,96,1.6937499999999999,0.9904610834832114,0.10108851102575164
claude-haiku-4-5,GRPO_LA0,Q1,10,96,1.8666666666666665,0.6070925823206639,0.06196112722142577
claude-haiku-4-5,GRPO_LA0,Q1Q2,0,96,1.860968137254902,0.6482404745409845,0.06616076638521007
claude-haiku-4-5,GRPO_LA0,Q1Q2,1,96,2.073958333333333,0.7433050886240988,0.07586325793096964
claude-haiku-4-5,GRPO_LA0,Q1Q2,2,96,2.1067401960784315,0.6945236673481824,0.07088452497039704
claude-haiku-4-5,GRPO_LA0,Q1Q2,3,96,2.6365808823529413,0.5964224082280992,0.06087210713836544
claude-haiku-4-5,GRPO_LA0,Q1Q2,4,96,2.5504289215686273,0.785172064026016,0.08013628821465096
claude-haiku-4-5,GRPO_LA0,Q1Q2,5,96,2.4865808823529414,0.8375214289574018,0.08547917289967776
claude-haiku-4-5,GRPO_LA0,Q1Q2,6,96,2.370526960784314,0.9308714073245794,0.09500666517048746
claude-haiku-4-5,GRPO_LA0,Q1Q2,7,96,2.5651960784313723,0.8592033032263766,0.0876920699257681
claude-haiku-4-5,GRPO_LA0,Q1Q2,8,96,2.617156862745098,0.7590904403340674,0.07747434364346101
claude-haiku-4-5,GRPO_LA0,Q1Q2,9,96,2.0022058823529414,0.8730211382602415,0.08910234680838985
claude-haiku-4-5,GRPO_LA0,Q1Q2,10,96,2.257169117647059,0.554079391792726,0.05655049112015935
claude-haiku-4-5,GRPO_LA0,Q2,0,96,2.0281862745098036,0.6094011956640354,0.06219674908411914
claude-haiku-4-5,GRPO_LA0,Q2,1,96,2.1875,0.6662951219864618,0.06800346112384603
claude-haiku-4-5,GRPO_LA0,Q2,2,96,2.2426470588235294,0.605339562691197,0.06178221040470591
claude-haiku-4-5,GRPO_LA0,Q2,3,96,2.6960784313725488,0.47410963176983356,0.04838861166562154
claude-haiku-4-5,GRPO_LA0,Q2,4,96,2.6550245098039214,0.6219806568322214,0.06348063496333627
claude-haiku-4-5,GRPO_LA0,Q2,5,96,2.6127450980392157,0.7058651528692204,0.07204206048921814
claude-haiku-4-5,GRPO_LA0,Q2,6,96,2.561887254901961,0.8176646451843566,0.08345254839231368
claude-haiku-4-5,GRPO_LA0,Q2,7,96,2.7408088235294117,0.7562320750768097,0.07718261296101182
claude-haiku-4-5,GRPO_LA0,Q2,8,96,2.9093137254901964,0.7229070124541437,0.07378138799968569
claude-haiku-4-5,GRPO_LA0,Q2,9,96,2.3106617647058822,0.7901553770884071,0.08064489547429282
claude-haiku-4-5,GRPO_LA0,Q2,10,96,2.6476715686274512,0.5626960358400226,0.057429923670620456
claude-haiku-4-5,GRPO_LA0,WAI-SR,0,96,2.222222222222222,1.0753529725604247,0.10975275317325671
claude-haiku-4-5,GRPO_LA0,WAI-SR,1,96,2.376736111111111,1.1064655259152842,0.11292816485302849
claude-haiku-4-5,GRPO_LA0,WAI-SR,2,96,2.4461805555555554,1.1261757447184708,0.1149398306357959
claude-haiku-4-5,GRPO_LA0,WAI-SR,3,96,2.857638888888889,0.9805056478858561,0.1000724386348908
claude-haiku-4-5,GRPO_LA0,WAI-SR,4,96,2.779513888888889,0.9897116337265736,0.10101202063026767
claude-haiku-4-5,GRPO_LA0,WAI-SR,5,96,2.7005208333333335,1.0514942114697474,0.10731767856629303
claude-haiku-4-5,GRPO_LA0,WAI-SR,6,96,2.701388888888889,1.0433349214344358,0.10648492451421433
claude-haiku-4-5,GRPO_LA0,WAI-SR,7,96,2.808159722222222,1.0091047354971283,0.10299132079142283
claude-haiku-4-5,GRPO_LA0,WAI-SR,8,96,2.894965277777778,1.1599584580978193,0.11838776438188331
claude-haiku-4-5,GRPO_LA0,WAI-SR,9,96,2.3368055555555554,1.0714201011453917,0.10935135616530635
claude-haiku-4-5,GRPO_LA0,WAI-SR,10,96,2.6692708333333335,1.1202843418431532,0.11433854184772531
claude-haiku-4-5,GRPO_LA5,CSQ-8,0,96,2.0911458333333335,1.0094095405800536,0.10302242982993007
claude-haiku-4-5,GRPO_LA5,CSQ-8,1,96,2.25,1.0130724502589556,0.1033962739835639
claude-haiku-4-5,GRPO_LA5,CSQ-8,2,96,2.3177083333333335,0.9364540949399626,0.09557644583928096
claude-haiku-4-5,GRPO_LA5,CSQ-8,3,96,2.6809895833333335,0.8633376541964962,0.08811403035470033
claude-haiku-4-5,GRPO_LA5,CSQ-8,4,96,2.8020833333333335,0.8414951188733774,0.08588473592843539
claude-haiku-4-5,GRPO_LA5,CSQ-8,5,96,2.7356770833333335,0.9474463239321034,0.09669833551288816
claude-haiku-4-5,GRPO_LA5,MI-SAT,0,96,2.439236111111111,1.1029253477058572,0.11256684692754448
claude-haiku-4-5,GRPO_LA5,MI-SAT,1,96,2.6215277777777777,1.110944797494422,0.11338532859420508
claude-haiku-4-5,GRPO_LA5,MI-SAT,2,96,2.701388888888889,1.0392633093306323,0.10606936734401189
claude-haiku-4-5,GRPO_LA5,MI-SAT,3,96,3.0364583333333335,0.8769975111155812,0.08950818366349969
claude-haiku-4-5,GRPO_LA5,MI-SAT,4,96,3.1493055555555554,0.8287520268616485,0.08458414954618237
claude-haiku-4-5,GRPO_LA5,MI-SAT,5,96,3.097222222222222,0.9479638587957064,0.0967511561937185
claude-haiku-4-5,GRPO_LA5,MICI,0,96,0.3264258070307316,0.2897687881612666,0.029574403099155593
claude-haiku-4-5,GRPO_LA5,MICI,1,96,0.3616561046893927,0.33840259353894087,0.03453807007520253
claude-haiku-4-5,GRPO_LA5,MICI,2,96,0.3701326663557449,0.28188863908542694,0.02877013875195261
claude-haiku-4-5,GRPO_LA5,MICI,3,96,0.51805910492443,0.26269374560974085,0.02681106814018141
claude-haiku-4-5,GRPO_LA5,MICI,4,96,0.5619382153113771,0.2422400516728179,0.02472352174432644
claude-haiku-4-5,GRPO_LA5,MICI,5,96,0.6466568265183594,0.2539429798222587,0.025917946846934097
claude-haiku-4-5,GRPO_LA5,MITI,0,96,1.8307291666666667,0.6193107285593977,0.06320813655007591
claude-haiku-4-5,GRPO_LA5,MITI,1,96,2.0130208333333335,0.6116950044824397,0.062430859966310266
claude-haiku-4-5,GRPO_LA5,MITI,2,96,2.1015625,0.5944680561113794,0.06067264191071162
claude-haiku-4-5,GRPO_LA5,MITI,3,96,2.25,0.48259168749793574,0.049254307853275774
claude-haiku-4-5,GRPO_LA5,MITI,4,96,2.2786458333333335,0.3419560445488701,0.0349007426502152
claude-haiku-4-5,GRPO_LA5,MITI,5,96,2.1848958333333335,0.4202830995554423,0.04289496422609072
claude-haiku-4-5,GRPO_LA5,PCT,0,96,0.5065575634382947,0.3686088420383533,0.03762098240300547
claude-haiku-4-5,GRPO_LA5,PCT,1,96,0.5219517419304677,0.3609475899845709,0.03683905913956311
claude-haiku-4-5,GRPO_LA5,PCT,2,96,0.5604395906415441,0.34641011642089176,0.03535533445705421
claude-haiku-4-5,GRPO_LA5,PCT,3,96,0.6226218384154134,0.31576382696865546,0.032227510637570164
claude-haiku-4-5,GRPO_LA5,PCT,4,96,0.6507113609871804,0.2881222549704143,0.02940635450906623
claude-haiku-4-5,GRPO_LA5,PCT,5,96,0.6223116095648991,0.32504062533852723,0.03317431990643969
claude-haiku-4-5,GRPO_LA5,Q1,0,96,1.6812500000000001,0.7625873547890828,0.07783124598050062
claude-haiku-4-5,GRPO_LA5,Q1,1,96,1.875,0.8788748788260926,0.08969979170309678
claude-haiku-4-5,GRPO_LA5,Q1,2,96,1.9708333333333332,0.8652248465501435,0.08830664111773859
claude-haiku-4-5,GRPO_LA5,Q1,3,96,2.5229166666666667,0.8487116138646695,0.0866212663642694
claude-haiku-4-5,GRPO_LA5,Q1,4,96,2.814583333333333,0.811623346226777,0.08283596089941044
claude-haiku-4-5,GRPO_LA5,Q1,5,96,2.810416666666667,1.0007869710400454,0.10214239251140154
claude-haiku-4-5,GRPO_LA5,Q1Q2,0,96,1.8344975490196076,0.6816082302082674,0.0695663486871561
claude-haiku-4-5,GRPO_LA5,Q1Q2,1,96,2.046262254901961,0.7444287678090976,0.07597794295754604
claude-haiku-4-5,GRPO_LA5,Q1Q2,2,96,2.1416666666666666,0.7239909759691546,0.07389201956266778
claude-haiku-4-5,GRPO_LA5,Q1Q2,3,96,2.585906862745098,0.6749337660384322,0.06888513904038172
claude-haiku-4-5,GRPO_LA5,Q1Q2,4,96,2.783517156862745,0.6025959865409031,0.06150219533642718
claude-haiku-4-5,GRPO_LA5,Q1Q2,5,96,2.7976715686274507,0.7735273418925639,0.07894780373867383
claude-haiku-4-5,GRPO_LA5,Q2,0,96,1.9877450980392155,0.658741517820481,0.06723252462694543
claude-haiku-4-5,GRPO_LA5,Q2,1,96,2.2175245098039214,0.6672132654203182,0.06809716874566416
claude-haiku-4-5,GRPO_LA5,Q2,2,96,2.3125,0.6321279029337781,0.06451628393180542
claude-haiku-4-5,GRPO_LA5,Q2,3,96,2.6488970588235294,0.5580785730348087,0.0569586558464932
claude-haiku-4-5,GRPO_LA5,Q2,4,96,2.752450980392157,0.45810984159406276,0.04675563991886181
claude-haiku-4-5,GRPO_LA5,Q2,5,96,2.7849264705882355,0.5901410691649979,0.06023102065478168
claude-haiku-4-5,GRPO_LA5,WAI-SR,0,96,2.1649305555555554,1.090896619173053,0.11133916996255168
claude-haiku-4-5,GRPO_LA5,WAI-SR,1,96,2.3081597222222223,1.1547081218796778,0.11785190418552911
claude-haiku-4-5,GRPO_LA5,WAI-SR,2,96,2.4383680555555554,1.1053594048934285,0.1128152718489738
claude-haiku-4-5,GRPO_LA5,WAI-SR,3,96,2.771701388888889,0.9509340431056362,0.09705429936044137
claude-haiku-4-5,GRPO_LA5,WAI-SR,4,96,2.8515625,0.8975440112846736,0.09160520205576156
claude-haiku-4-5,GRPO_LA5,WAI-SR,5,96,2.8098958333333335,1.0015122428911285,0.1022164152597331
claude-haiku-4-5,PTO_LA0,CSQ-8,0,96,2.0416666666666665,0.9357073504114602,0.09550023154498738
claude-haiku-4-5,PTO_LA0,CSQ-8,1,96,2.2708333333333335,0.994502432233978,0.10150097945541883
claude-haiku-4-5,PTO_LA0,CSQ-8,2,96,2.3763020833333335,0.9898323209385322,0.10102433821725841
claude-haiku-4-5,PTO_LA0,CSQ-8,3,96,2.5416666666666665,0.8562207864141815,0.0873876680783035
claude-haiku-4-5,PTO_LA0,CSQ-8,4,96,2.6640625,0.8630409249612064,0.08808374555394091
claude-haiku-4-5,PTO_LA0,CSQ-8,5,96,2.7096354166666665,0.9487690764441402,0.09683333837582461
claude-haiku-4-5,PTO_LA0,CSQ-8,6,96,2.7265625,0.8990697860918017,0.09176092579492226
claude-haiku-4-5,PTO_LA0,CSQ-8,7,96,2.7317708333333335,0.9274645628544939,0.09465895556279029
claude-haiku-4-5,PTO_LA0,CSQ-8,8,96,2.7708333333333335,0.9309493362512627,0.0950146187582615
