judge,method,cut,n_turns,agr_K0,K0_lo,K0_hi,pairs_K0,agr_K5,K5_lo,K5_hi,pairs_K5,delta_K0_minus_K5,d_lo,d_hi
gpt-4o-mini,GRPO,matched_iters,26,0.9130895601483837,0.893526968427737,0.929403519350474,5661,0.9003079291762894,0.8751893537705303,0.9226628034815302,5196,0.012781630972094282,-0.01610923625210575,0.042893746155112045
gpt-4o-mini,GRPO,matched_iters,28,0.904143897996357,0.8818358881669824,0.9232920731949028,4392,0.8959524353990396,0.8662186338053637,0.9196293319470875,4373,0.0081914625973174,-0.026564431198322865,0.041634852733423225
gpt-4o-mini,GRPO,matched_iters,30,0.9107429182255479,0.8875139965020366,0.9292693439865434,3742,0.8971395550418954,0.8679910595964502,0.9216105589765571,3461,0.013603363183652517,-0.01930385912106493,0.04678825121483284
gpt-4o-mini,GRPO,matched_iters,32,0.9176387416048074,0.8903962517597107,0.9372158812267898,2829,0.8980301274623407,0.8650739645024287,0.922611836176053,2589,0.01960861414246673,-0.015827482968624913,0.05769199532004219
gpt-4o-mini,GRPO,matched_iters,34,0.9249076733688962,0.8993578323176615,0.9456761959552152,2437,0.8998541565386485,0.865435786534406,0.9296790451130397,2057,0.025053516830247702,-0.0122617743634747,0.06520999423033216
gpt-4o-mini,GRPO,matched_iters,36,0.9265617548879351,0.89829725654166,0.950076287882012,2097,0.9055982436882547,0.8717492408416427,0.9327821379845846,1822,0.02096351119968043,-0.019283956155794674,0.060127421739924004
gpt-4o-mini,GRPO,matched_iters,38,0.9337047353760446,0.9093950644585037,0.9526449941740098,1795,0.9129232895646164,0.8771010089026111,0.9421365593036534,1447,0.020781445811428156,-0.017863142915089704,0.06269666927834092
gpt-4o-mini,GRPO,matched_iters,40,0.9319546364242829,0.9020403123638668,0.9562658308547497,1499,0.9242658423493045,0.8861491228070175,0.9536642635757862,1294,0.007688794074978356,-0.03173524811449169,0.05494477140321645
gpt-4o-mini,GRPO,matched_iters,42,0.9296296296296296,0.897511045646333,0.9558629682313893,1350,0.9241261722080136,0.8811789337131318,0.9548243503753501,1173,0.005503457421615954,-0.037719956935306394,0.0519700564884943
gpt-4o-mini,GRPO,matched_iters,44,0.9218266253869969,0.8879391722327323,0.9514672979519929,1292,0.9178470254957507,0.8771042582130153,0.949330998232565,1059,0.003979599891246188,-0.04386293337441347,0.05506879135187591
gpt-4o-mini,GRPO,matched_iters,46,0.9369202226345084,0.9080923475528457,0.9600902586027731,1078,0.9207003089598352,0.8796446022609632,0.9547473478446156,971,0.016219913674673125,-0.02750772955725997,0.06346545480814238
gpt-4o-mini,GRPO,matched_iters,48,0.9336538461538462,0.8980576560673649,0.9595934600296728,1040,0.929324894514768,0.8906661246241663,0.9591970322872351,948,0.004328951639078205,-0.04072343006759822,0.049874976332036705
gpt-4o-mini,GRPO,matched_iters,50,0.9374337221633086,0.9019824328720503,0.9657921437115516,943,0.9353701527614571,0.8901507682043108,0.9642455511616411,851,0.002063569401851484,-0.04609606778724507,0.051513517631030833
gpt-4o-mini,GRPO,matched_iters,12-20,0.8854549944437585,0.8725389171823245,0.8972471505269188,80990,0.8838316722037652,0.8695017851993305,0.8972276974751974,81270,0.0016233222399932856,-0.0175927836244971,0.021414338784868394
gpt-4o-mini,GRPO,matched_iters,22-34,0.9124420075917334,0.8968603619200002,0.9257480339338074,35565,0.8953078302450688,0.8737696748710859,0.9134721320358136,33460,0.01713417734666467,-0.006906675263433259,0.04037743060491186
gpt-4o-mini,GRPO,matched_iters,36-50,0.9308635298359473,0.9073675455791004,0.9493270022422606,11094,0.9193936225823314,0.8860750110557553,0.9431981260707285,9565,0.011469907253615963,-0.02189519676247623,0.04797499308466812
gpt-4o-mini,GRPO,matched_iters,all,0.896920461578234,0.8853699957873794,0.9072790728756311,127649,0.8896576692545959,0.8729663700714487,0.9032431838355668,124295,0.007262792323638134,-0.010906403575571225,0.024979839671741295
claude-haiku-4-5,PTO,train_iter_1,12,0.7653318398207785,0.7106325214210071,0.8179846393951337,3571,0.7684729064039408,0.7174577702220197,0.8242607534276429,3451,-0.0031410665831623774,-0.08546502025427985,0.07196764354822732
claude-haiku-4-5,PTO,train_iter_1,14,0.7792052584403943,0.7281331987454454,0.8250889622153209,3347,0.7591785936527692,0.705045084360091,0.8132636542645825,3214,0.02002666478762516,-0.056835989756732624,0.09210116470356641
claude-haiku-4-5,PTO,train_iter_1,16,0.7620780939774984,0.7057476266438409,0.8145300912746303,3022,0.7342310418143161,0.673550031817509,0.7939675228014541,2822,0.027847052163182284,-0.05182269597061284,0.10833044759353716
claude-haiku-4-5,PTO,train_iter_1,18,0.7608771319178559,0.7027263900143302,0.8152820655534941,2873,0.7322320399538993,0.6667948015198152,0.7954545263852436,2603,0.028645091963956593,-0.05159790084108966,0.11381641722851768
claude-haiku-4-5,PTO,train_iter_1,20,0.75,0.6788697181886219,0.8092498820936138,2440,0.7276697102024613,0.6621609146073696,0.7904023269469808,2519,0.022330289797538705,-0.06589473595459777,0.10786242346520812
claude-haiku-4-5,PTO,train_iter_1,22,0.7363587250135062,0.6583866347289883,0.8064384091218053,1851,0.7307873644507308,0.6637415683248653,0.7970325431520304,2121,0.005571360562775407,-0.09605504036645988,0.0964551509823784
claude-haiku-4-5,PTO,train_iter_1,24,0.7251542152159013,0.6385836394641509,0.8003031244842951,1459,0.7245604688332445,0.6524934801548607,0.792668288194403,1877,0.0005937463826567457,-0.10418266002227632,0.09539415640141094
claude-haiku-4-5,PTO,train_iter_1,26,0.7197106690777577,0.6146191698759093,0.8069560185185185,1106,0.7198952879581152,0.6485751022959764,0.7957078923113785,1528,-0.00018461888035747887,-0.11922477394977915,0.11147368808117764
claude-haiku-4-5,PTO,train_iter_1,28,0.7042532146389713,0.5986999339594868,0.7995229700735311,1011,0.7148260211800302,0.6406626019428883,0.7908883852895562,1322,-0.010572806541058966,-0.139785616158389,0.11039447851719053
claude-haiku-4-5,PTO,train_iter_1,30,0.6982543640897756,0.5854175697693538,0.8086402077151335,802,0.706989247311828,0.6210798579511732,0.7917782885937283,1116,-0.008734883222052403,-0.1552203072690936,0.12601363951298947
claude-haiku-4-5,PTO,train_iter_1,32,0.7075098814229249,0.5902457846267065,0.8110600337162837,759,0.7559055118110236,0.6692844072307863,0.8454897445895201,635,-0.04839563038809869,-0.19600863950834735,0.09078318976244049
claude-haiku-4-5,PTO,train_iter_1,34,0.7006172839506173,0.5786554312301295,0.8087505338458252,648,0.7313769751693002,0.6118987503595513,0.8482463867654084,443,-0.03075969121868294,-0.20050997070003793,0.12951526727972246
claude-haiku-4-5,PTO,train_iter_1,36,0.7124183006535948,0.5825171131256907,0.8200223623883887,612,0.7212543554006968,0.5652085781433607,0.8786961659663866,287,-0.008836054747102029,-0.21034920725549286,0.17175610247001546
claude-haiku-4-5,PTO,train_iter_1,38,0.7461538461538462,0.6254150669295424,0.8500337837837837,520,0.7579908675799086,0.5845748987854251,0.9117647058823529,219,-0.011837021426062466,-0.2066207578528461,0.18585199862487112
claude-haiku-4-5,PTO,train_iter_1,40,0.7304347826086957,0.6053364389233955,0.8414401904811112,460,0.7336683417085427,0.554493006993007,0.8889080459770115,199,-0.0032335590998470165,-0.20459444153976106,0.2065972200906121
claude-haiku-4-5,PTO,train_iter_1,42,0.6975,0.5562642061204125,0.8250612745098038,400,0.7415730337078652,0.5473355263157895,0.9052631578947369,178,-0.044073033707865195,-0.2642914059587062,0.18888992321176695
claude-haiku-4-5,PTO,train_iter_1,44,0.6992481203007519,0.5555470347648263,0.830639134481154,399,0.74375,0.5342237442922375,0.9121252204585537,160,-0.044501879699248126,-0.2718220031524191,0.21330285046498845
claude-haiku-4-5,PTO,train_iter_1,46,0.7029702970297029,0.5454360679970436,0.8320354574121315,303,0.7482517482517482,0.5483402100525131,0.9059604729903042,143,-0.0452814512220453,-0.2628597241239931,0.18689490076349763
claude-haiku-4-5,PTO,train_iter_1,48,0.7012987012987013,0.528482398985968,0.8404078638497653,231,0.7301587301587301,0.5,0.9111197916666667,126,-0.028860028860028808,-0.26805609725062823,0.2483527106738189
claude-haiku-4-5,PTO,train_iter_1,12-20,0.7644397823379008,0.7122605029868974,0.8136094772456591,15253,0.7463207611746184,0.6915122857248921,0.8019061907503847,14609,0.018119021163282345,-0.055283402988532356,0.09476429144459649
claude-haiku-4-5,PTO,train_iter_1,22-34,0.7176532215819801,0.625139125534681,0.7982971516708806,7636,0.7241760672417606,0.6534548546613247,0.7923159707332762,9042,-0.006522845659780563,-0.11996381557626602,0.09631987933415717
claude-haiku-4-5,PTO,train_iter_1,36-50,0.7155555555555555,0.5891917190628551,0.820003113295748,2925,0.7385670731707317,0.5542007314974182,0.8926769034101458,1312,-0.02301151761517617,-0.21451373782110503,0.1871816767055308
claude-haiku-4-5,PTO,train_iter_1,all,0.7450608197102347,0.6807045339086538,0.8016842320389679,25814,0.7378920802788126,0.6826823502193847,0.8001869322083698,24963,0.007168739431422155,-0.07401449385931125,0.09160337615306044
claude-haiku-4-5,PTO,iters_1-5,12,0.7924471661863592,0.7709472782780005,0.8147304753950386,16656,0.8033366158836819,0.7830088161356052,0.8259040964624692,17263,-0.01088944969732264,-0.04087158206837266,0.017201768734762465
claude-haiku-4-5,PTO,iters_1-5,14,0.7985681744223886,0.7763009840342565,0.8201515113903561,15365,0.7964998736416478,0.7745689148079395,0.8187577863339535,15828,0.0020683007807408282,-0.029912103718854086,0.03236405411824604
claude-haiku-4-5,PTO,iters_1-5,16,0.7906889571931929,0.7681724315512148,0.8114696423060848,13339,0.7787887404037532,0.7551200142997546,0.8038343296937129,14068,0.011900216789439644,-0.022258663449981054,0.04373745105532297
claude-haiku-4-5,PTO,iters_1-5,18,0.7854721993221581,0.7606608349783046,0.8092727377216801,10917,0.7632171953544808,0.7355007870009054,0.7893408810666556,11538,0.02225500396767721,-0.01365193949735817,0.05863024588504409
claude-haiku-4-5,PTO,iters_1-5,20,0.7726318245450303,0.7422592590952959,0.8010565501621462,8572,0.7607896671217054,0.7310637906539614,0.7887880221081359,9523,0.01184215742332495,-0.02946161303764284,0.04896024303206085
claude-haiku-4-5,PTO,iters_1-5,22,0.7619637602601828,0.7251518102550734,0.7946031705682313,6457,0.764037155136559,0.7292423618535693,0.7943218191413695,7213,-0.0020733948763762555,-0.045668822611832555,0.040709802945234984
claude-haiku-4-5,PTO,iters_1-5,24,0.7503971405877681,0.7104826656019819,0.786627906710355,5036,0.7592098238120663,0.7243832140410295,0.7929949394262863,5619,-0.008812683224298179,-0.0625321242588706,0.03981788376206731
claude-haiku-4-5,PTO,iters_1-5,26,0.7425227568270482,0.6971919913495238,0.7847923912750411,3845,0.7429413208936901,0.7003532042069315,0.7824165215526308,4073,-0.00041856406664197987,-0.059461650531568815,0.05980061591120654
claude-haiku-4-5,PTO,iters_1-5,28,0.7329172141918529,0.682079855603452,0.7811734854514502,3044,0.7438759689922481,0.6994094218668911,0.7873313898670361,3225,-0.01095875480039521,-0.07971563272173185,0.05311019630269792
claude-haiku-4-5,PTO,iters_1-5,30,0.7038398692810458,0.6479342917701989,0.7575249068152073,2448,0.7440722619495672,0.6902162288783508,0.7902455410344006,2657,-0.04023239266852141,-0.11497294507003206,0.031554299836326474
claude-haiku-4-5,PTO,iters_1-5,32,0.7157745144481289,0.655203291895992,0.7732940664821579,2111,0.761769710720363,0.7055126475830623,0.8123349960975941,1763,-0.04599519627223414,-0.12396664236893226,0.029515761379681177
claude-haiku-4-5,PTO,iters_1-5,34,0.7120778477389811,0.6428522903726709,0.7713371014339716,1747,0.7577358490566037,0.6912798874824191,0.8131089237236399,1325,-0.045658001317622654,-0.13667560807885,0.03638430901019953
claude-haiku-4-5,PTO,iters_1-5,36,0.7125086385625432,0.6381844589037543,0.7764274007074782,1447,0.7370441458733206,0.6599335664335665,0.8054358180519171,1042,-0.02453550731077736,-0.12077481886150687,0.07449653110039733
claude-haiku-4-5,PTO,iters_1-5,38,0.7219343696027634,0.6451775170827222,0.7919622823239327,1158,0.768957345971564,0.6891655282269051,0.8373745173745174,844,-0.047022976368800595,-0.1558947565578106,0.06278712145988699
claude-haiku-4-5,PTO,iters_1-5,40,0.7227615965480043,0.6426754652913477,0.7997022993726848,927,0.7523076923076923,0.6628175468355217,0.8282754951278714,650,-0.02954609575968803,-0.1449837529984014,0.08616268659497645
claude-haiku-4-5,PTO,iters_1-5,42,0.6931540342298288,0.6036646216294129,0.7741406300593296,818,0.7725631768953068,0.6814640449074411,0.8468547149769857,554,-0.07940914266547805,-0.2071888649820315,0.0418388624799512
claude-haiku-4-5,PTO,iters_1-5,44,0.6815203145478375,0.5839603929420598,0.7713503081243231,763,0.7817796610169492,0.6861984758391602,0.8640831594962122,472,-0.10025934646911172,-0.23664987587144412,0.026069446108650127
claude-haiku-4-5,PTO,iters_1-5,46,0.6779359430604982,0.5609986176223104,0.7731486033964972,562,0.7888349514563107,0.6858289279723478,0.8698901428642872,412,-0.11089900839581246,-0.25688425398900283,0.03084319778057757
claude-haiku-4-5,PTO,iters_1-5,48,0.673469387755102,0.5535837098573022,0.7782743886277983,441,0.7853260869565217,0.671707950289411,0.8732710866023311,368,-0.11185669920141972,-0.25350946343531827,0.041528888111363585
claude-haiku-4-5,PTO,iters_1-5,12-20,0.7897423244768617,0.7690019729153537,0.8095055148477757,64849,0.7839636470243331,0.7622094876820146,0.8069356809245194,68220,0.00577867745252858,-0.02520727732935475,0.03491411552578085
claude-haiku-4-5,PTO,iters_1-5,22-34,0.7397521062864549,0.6985251468143049,0.7775278503540605,24688,0.7546280193236715,0.7178339591306605,0.7886063043397822,25875,-0.014875913037216582,-0.06733841362690243,0.038828325929040015
claude-haiku-4-5,PTO,iters_1-5,36-50,0.7034009156311315,0.6248966618439478,0.7752892932310408,6116,0.7639336711192999,0.683910992054295,0.8292856587827837,4342,-0.06053275548816839,-0.17105678993133255,0.048162468060210746
claude-haiku-4-5,PTO,iters_1-5,all,0.7713192476974062,0.7443494925929469,0.7958653404663091,95653,0.7753690177473918,0.7504559254155869,0.7997720416074592,98437,-0.004049770049985524,-0.03904782099605716,0.031274336790607066
claude-haiku-4-5,PTO,matched_iters,12,0.8037152622975182,0.7889319217591498,0.8185979575345933,33645,0.817057437738389,0.8019842997659283,0.8309104531327713,35656,-0.013342175440870796,-0.034068593135239404,0.006438591233014696
claude-haiku-4-5,PTO,matched_iters,14,0.8037483457920527,0.7873120162415018,0.8191304632112099,27959,0.8108048788135328,0.7950386870674095,0.8259181632464652,31893,-0.007056533021480127,-0.028771170997990987,0.013204983906562493
claude-haiku-4-5,PTO,matched_iters,16,0.7960702727693019,0.7796066124088763,0.8128585322205634,21630,0.7977781004937554,0.7812183139179393,0.8140698209742055,27544,-0.0017078277244535478,-0.024821999441595043,0.021606326458246266
claude-haiku-4-5,PTO,matched_iters,18,0.7883473527956457,0.7684373208288137,0.8076541398436773,16168,0.7879071425388763,0.769944612142098,0.8047688245514519,22443,0.0004402102567694355,-0.02625981558981922,0.025121328409309782
claude-haiku-4-5,PTO,matched_iters,20,0.7757918363953779,0.7502287894004194,0.798627736244059,12029,0.7797208772429507,0.7597340171094227,0.8004731301384841,17555,-0.00392904084757284,-0.036442075496958784,0.02463302664625127
claude-haiku-4-5,PTO,matched_iters,22,0.7707633758674726,0.7416479848923914,0.7974862821756276,8934,0.7812681369704004,0.7591826015678216,0.8027950233201783,13784,-0.010504761102927862,-0.043473334903013555,0.02277041357171138
claude-haiku-4-5,PTO,matched_iters,24,0.7535159141376758,0.7219828474767556,0.7855556663341816,6755,0.7788180222352252,0.7545276631695899,0.8024664514124081,10254,-0.025302108097549403,-0.06462243064354166,0.011626432695684877
claude-haiku-4-5,PTO,matched_iters,26,0.7467695274831244,0.7095201149222605,0.78122619069038,5185,0.7702810180275715,0.7421014593312408,0.7973456422621201,7544,-0.023511490544447122,-0.06886232407812606,0.020231881521152822
claude-haiku-4-5,PTO,matched_iters,28,0.7412641315519013,0.6987776839759171,0.782096670934699,3892,0.7750865051903114,0.7456696076010533,0.8037454742538892,6069,-0.03382237363841012,-0.08444332151443111,0.014610741110126004
claude-haiku-4-5,PTO,matched_iters,30,0.716787838730998,0.667509963599896,0.7632057660693103,3026,0.7695745094229648,0.7354694599649944,0.8007927244995005,5147,-0.05278667069196674,-0.10959046039735076,0.0036610110527442834
claude-haiku-4-5,PTO,matched_iters,32,0.722397476340694,0.6713212533930187,0.7701681129188921,2536,0.7834394904458599,0.7494337167217398,0.816170837317453,3925,-0.061042014105165965,-0.1228394601814314,-0.0009608528132027624
claude-haiku-4-5,PTO,matched_iters,34,0.7216545012165451,0.6607276539000853,0.7740893926777253,2055,0.783989834815756,0.7438651607812191,0.8204023635083477,3148,-0.06233533359921095,-0.1323995040064552,0.003233827062834559
claude-haiku-4-5,PTO,matched_iters,36,0.7277486910994765,0.6650571863141777,0.7835387048081577,1719,0.7720364741641338,0.7294544478239645,0.8106491220612392,2632,-0.044287783064657305,-0.11681178759475508,0.023548107647240062
claude-haiku-4-5,PTO,matched_iters,38,0.7291666666666666,0.6628968965983288,0.7880326286407622,1392,0.7805219012115564,0.736275892338097,0.8234100142621621,2146,-0.05135523454488977,-0.12668608534345832,0.020518537194469475
claude-haiku-4-5,PTO,matched_iters,40,0.7262872628726287,0.6525769471345685,0.7949575705527733,1107,0.7752808988764045,0.7248266437709731,0.8203415868307409,1780,-0.04899363600377582,-0.1320221280381443,0.028583700845428522
claude-haiku-4-5,PTO,matched_iters,42,0.7117585848074922,0.6307745700979221,0.7845443200542793,961,0.7778510217534608,0.725281353820598,0.8246251624579936,1517,-0.06609243694596856,-0.157288302863606,0.02466400927540117
claude-haiku-4-5,PTO,matched_iters,44,0.7068965517241379,0.6205423219241443,0.789022332741588,870,0.7683903860160233,0.7110652070149313,0.8188045152401214,1373,-0.061493834291885374,-0.16014028605261282,0.04015333252584785
claude-haiku-4-5,PTO,matched_iters,46,0.7036474164133738,0.6055311861401739,0.7894026458788278,658,0.7860082304526749,0.7245187436676799,0.8353750184172437,1215,-0.08236081403930107,-0.19525101775957704,0.019547076454754998
claude-haiku-4-5,PTO,matched_iters,48,0.7027027027027027,0.5968654057017544,0.7960975523486135,518,0.7805092186128183,0.7167252553894452,0.8314361772814458,1139,-0.07780651591011556,-0.1925333373345807,0.03593525181479997
claude-haiku-4-5,PTO,matched_iters,12-20,0.7969954500991645,0.7820189911188771,0.81135526841425,111431,0.8019557187377397,0.7869721987917974,0.8157702007741218,135091,-0.004960268638575238,-0.026237538127501046,0.014371627266004645
claude-haiku-4-5,PTO,matched_iters,22-34,0.7478306518852484,0.7156619837041029,0.7788464010179704,32383,0.7774859136572356,0.7521074187584059,0.8011136917457702,49871,-0.029655261771987185,-0.06930505794521606,0.007696945119293653
claude-haiku-4-5,PTO,matched_iters,36-50,0.7191695501730104,0.650222006616748,0.7796620360179682,7225,0.776648025758346,0.731073962732566,0.817034525667393,11802,-0.05747847558533559,-0.13763542647822072,0.016157510079680578
claude-haiku-4-5,PTO,matched_iters,all,0.7827316123650183,0.7645825290832627,0.8001325683719142,151039,0.7942357341790165,0.7780439783092892,0.8096706213383826,196764,-0.01150412181399818,-0.03452444980059896,0.011171943371481037
claude-haiku-4-5,GRPO,train_iter_1,12,0.7828256302521008,0.7286453857272177,0.8317430669895076,3808,0.7796929706436844,0.736740643068028,0.8230209911716404,3713,0.003132659608416466,-0.06927609386004487,0.068609872202999
claude-haiku-4-5,GRPO,train_iter_1,14,0.8060182697474476,0.7617182411416331,0.8494804770736865,3722,0.7903412377096588,0.7464372059011869,0.8290340278468902,3458,0.015677032037788807,-0.04609971541033475,0.0796631433226543
claude-haiku-4-5,GRPO,train_iter_1,16,0.7959183673469388,0.7485156869115114,0.8395910869804227,3087,0.7882459860648289,0.7415400981279087,0.8314490970616788,3301,0.007672381282109897,-0.05905709830642048,0.0725733046258611
claude-haiku-4-5,GRPO,train_iter_1,18,0.786504424778761,0.7314506452988909,0.8367907926048699,2712,0.8105694082620022,0.7682226937493902,0.8505806957998288,2687,-0.024064983483241154,-0.09157709032326165,0.043298236161705396
claude-haiku-4-5,GRPO,train_iter_1,20,0.8029509757258448,0.7418824899016332,0.8593503658107753,2101,0.8128819934179595,0.7623839840375201,0.8567831053900685,2127,-0.009931017692114685,-0.08614555796096691,0.06772985277415995
claude-haiku-4-5,GRPO,train_iter_1,22,0.801923076923077,0.7394570352746795,0.8613460916558271,1560,0.8169014084507042,0.7699182142476022,0.8586547674626085,1775,-0.014978331527627287,-0.09026482012187612,0.06358535184157506
claude-haiku-4-5,GRPO,train_iter_1,24,0.7927601809954751,0.7139564090014475,0.8648144843256231,1105,0.8367346938775511,0.7870665947141456,0.8795605455404216,1274,-0.04397451288207599,-0.1361263601964892,0.048696807920411
claude-haiku-4-5,GRPO,train_iter_1,26,0.7928994082840237,0.7128836139432149,0.863100976205003,1014,0.8320964749536178,0.7718011651405903,0.8873296862721393,1078,-0.039197066669594105,-0.13438688534779025,0.05617707357804148
claude-haiku-4-5,GRPO,train_iter_1,28,0.79841449603624,0.7168393016510487,0.8715596330275229,883,0.8490127758420442,0.7783126082310895,0.913008090942593,861,-0.050598279805804114,-0.15124637920688616,0.05370219407125794
claude-haiku-4-5,GRPO,train_iter_1,30,0.8113456464379947,0.7265089398591296,0.8840328161199854,758,0.8497023809523809,0.7775487775551102,0.9180327868852459,672,-0.03835673451438626,-0.14853749649047845,0.06612167298424317
claude-haiku-4-5,GRPO,train_iter_1,32,0.8309090909090909,0.7468510981038341,0.9044968634613094,550,0.8755364806866953,0.7877394423115781,0.9457457178665925,466,-0.04462738977760439,-0.1540494201984657,0.06804401161981818
claude-haiku-4-5,GRPO,train_iter_1,34,0.8319502074688797,0.7281632296063912,0.9096650287031337,482,0.8801955990220048,0.7901556980215381,0.945461592670895,409,-0.04824539155312513,-0.17129990465801284,0.06946129253754597
claude-haiku-4-5,GRPO,train_iter_1,36,0.8115577889447236,0.7116977367870225,0.8900301314064113,398,0.8774373259052924,0.7780743786876453,0.9471598202824133,359,-0.06587953696056881,-0.1909738168216894,0.05921707150004559
claude-haiku-4-5,GRPO,train_iter_1,38,0.8140161725067385,0.6966340193404413,0.8962047023295945,371,0.8511326860841424,0.7524438541415117,0.9257085419826708,309,-0.037116513577403865,-0.17228080061636628,0.09547343428140813
claude-haiku-4-5,GRPO,train_iter_1,40,0.8113207547169812,0.6906464883341945,0.8945014485755673,371,0.89453125,0.7972027972027972,0.9666830065359477,256,-0.08321049528301883,-0.2203847941287274,0.04587126755202378
claude-haiku-4-5,GRPO,train_iter_1,42,0.8023255813953488,0.6760325667082665,0.888918439716312,344,0.8347457627118644,0.6777398081534772,0.9416164180683381,236,-0.032420181316515584,-0.20041986416941676,0.1477808539046659
claude-haiku-4-5,GRPO,train_iter_1,44,0.7994186046511628,0.670798630717109,0.8871798780487804,344,0.8666666666666667,0.73998687664042,0.9586786337099098,240,-0.06724806201550393,-0.22762051360388488,0.08085851946645353
claude-haiku-4-5,GRPO,train_iter_1,46,0.8129251700680272,0.6735520776408201,0.9123793159875634,294,0.8702928870292888,0.7713457556935818,0.9485661764705882,239,-0.05736771696126153,-0.2140778033832729,0.08541330003401527
claude-haiku-4-5,GRPO,train_iter_1,48,0.7952218430034129,0.6708752876869966,0.8889059304703476,293,0.8632478632478633,0.7303296022557355,0.9590877192982455,234,-0.06802602024445037,-0.23145875615182107,0.0979699263083527
claude-haiku-4-5,GRPO,train_iter_1,50,0.8061224489795918,0.6805175734232066,0.9,294,0.8865546218487395,0.7844278852271281,0.9600088105726872,238,-0.08043217286914761,-0.23291919216289417,0.06286838323299407
claude-haiku-4-5,GRPO,train_iter_1,12-20,0.7944264419961115,0.7465580415488711,0.8386793462214829,15430,0.7939945047756116,0.7552005307659162,0.8306299370145002,15286,0.00043193722049983396,-0.06137796317820489,0.06111934983966145
claude-haiku-4-5,GRPO,train_iter_1,22-34,0.8043136020151134,0.7337291140898482,0.8671102745662184,6352,0.8390206579954094,0.7899148390073987,0.8809793960363602,6535,-0.034707055980296,-0.1161875265727791,0.04780162301962998
claude-haiku-4-5,GRPO,train_iter_1,36-50,0.8069398301956442,0.6923697135429492,0.8898250233904423,2709,0.8683088583609664,0.7845177474673254,0.9362686171765648,2111,-0.06136902816532219,-0.200472420877224,0.05906365139234131
claude-haiku-4-5,GRPO,train_iter_1,all,0.7983749132334327,0.751235283613068,0.8459648304102648,24491,0.8128447267257228,0.7746337421932901,0.847501707104326,23932,-0.014469813492290151,-0.07713120735265848,0.049966965753420606
claude-haiku-4-5,GRPO,iters_1-5,12,0.7843934361211641,0.7619776927308529,0.8048759203095237,20171,0.7988121004681129,0.7767682113512241,0.8178689288742441,19867,-0.014418664346948828,-0.04354007239400031,0.0157050744812208
claude-haiku-4-5,GRPO,iters_1-5,14,0.800732109713343,0.780612361914095,0.8202399758660073,19396,0.8129091104195729,0.7923424185664355,0.8313761405151154,18638,-0.012177000706229957,-0.03854086401198684,0.017597203602799615
claude-haiku-4-5,GRPO,iters_1-5,16,0.8078799927706488,0.786710981265688,0.8269613039506601,16599,0.80850939310587,0.7852839244085503,0.8275863662536838,17087,-0.0006294003352211863,-0.02902952051954257,0.031970431465950556
claude-haiku-4-5,GRPO,iters_1-5,18,0.7986176110591116,0.7767309142238685,0.8191446356430995,13889,0.807252440725244,0.783432880848441,0.8275349332531029,14340,-0.008634829666132493,-0.03778636161654409,0.024775301825416873
claude-haiku-4-5,GRPO,iters_1-5,20,0.7976148719747457,0.7739753638074028,0.821519462216916,11404,0.8105263157894737,0.7847709173694782,0.8320525761242127,11685,-0.012911443814727974,-0.047238027557584744,0.02262664796396534
claude-haiku-4-5,GRPO,iters_1-5,22,0.7945190641247833,0.7682372314358861,0.8197075559152739,9232,0.8094816127603013,0.7823409185949262,0.8313162554663776,9028,-0.014962548635517936,-0.048646456412611096,0.022060021338942835
claude-haiku-4-5,GRPO,iters_1-5,24,0.7961496450027308,0.7666380792949472,0.8234039875403779,7324,0.8164604144923214,0.7887423728305845,0.8406737311997938,6707,-0.020310769489590652,-0.05584639477846089,0.01918018804897262
claude-haiku-4-5,GRPO,iters_1-5,26,0.7953144266337855,0.7656704996915382,0.8250423875416104,5677,0.8138051044083526,0.7820117028291121,0.8411519946659548,5172,-0.018490677774567144,-0.05697176722242647,0.024088334817794387
claude-haiku-4-5,GRPO,iters_1-5,28,0.7881818181818182,0.7565099292104522,0.8207850460304759,4400,0.8184537505752416,0.7874731071045487,0.8462124543790073,4346,-0.030271932393423406,-0.07303071943548822,0.016110635250156487
claude-haiku-4-5,GRPO,iters_1-5,30,0.7831196581196581,0.7473258141420427,0.8166410523851442,3744,0.8127362605408549,0.7803715196610452,0.8411184979094933,3439,-0.02961660242119679,-0.07459759274201128,0.018006219314132453
claude-haiku-4-5,GRPO,iters_1-5,32,0.7975937721160651,0.7597649304779607,0.8351469392459039,2826,0.8108424336973479,0.7707436399969405,0.8433653814012568,2564,-0.013248661581282795,-0.06510909607868252,0.04130211422132209
claude-haiku-4-5,GRPO,iters_1-5,34,0.7924373201808467,0.7542467399151701,0.8338965594712323,2433,0.8177339901477833,0.773721738546232,0.8535834861859452,2030,-0.02529666996693658,-0.0797851896569952,0.033921827015916846
claude-haiku-4-5,GRPO,iters_1-5,36,0.7747016706443914,0.7287523055178325,0.8198064668553894,2095,0.8245125348189415,0.7819177240501021,0.862786060056177,1795,-0.04981086417455005,-0.10586843735676071,0.009684829355183952
claude-haiku-4-5,GRPO,iters_1-5,38,0.776850306065665,0.7285610628078582,0.8255004090249878,1797,0.8263305322128851,0.7801934722078171,0.8642873422167927,1428,-0.04948022614722014,-0.10922606412448023,0.014901483242310345
