judge,method,metric,iteration,mean_K0,mean_K5,n,mean_delta,dz,ci_lo,ci_hi,p,p_holm
gpt-4o-mini,GRPO,PCT_Neutral,5,2.5416666666666665,1.4375,96,1.1041666666666667,0.4866990614576973,0.6875,1.5520833333333333,2.0596198839895454e-05,0.00012357719303937272
gpt-4o-mini,GRPO,PCT_BehaviorTotal,0,14.3125,14.052083333333334,96,0.2604166666666667,0.028177338854077513,-1.6041666666666667,2.1148437499999986,0.9161832595847506,1.0
gpt-4o-mini,GRPO,PCT_BehaviorTotal,1,12.802083333333334,14.0,96,-1.1979166666666667,-0.13423849264263973,-2.9583333333333335,0.5520833333333334,0.12885396652995787,0.5154158661198315
gpt-4o-mini,GRPO,PCT_BehaviorTotal,2,15.541666666666666,14.791666666666666,96,0.75,0.07768788660609766,-1.2817708333333333,2.5731770833333316,0.39138127044656223,1.0
gpt-4o-mini,GRPO,PCT_BehaviorTotal,3,13.802083333333334,14.5,96,-0.6979166666666666,-0.09091585597264865,-2.1669270833333334,0.9377604166666652,0.5101402731814888,1.0
gpt-4o-mini,GRPO,PCT_BehaviorTotal,4,15.229166666666666,12.885416666666666,96,2.34375,0.271613350082578,0.6869791666666667,4.146093749999999,0.010609741657148248,0.053048708285741236
gpt-4o-mini,GRPO,PCT_BehaviorTotal,5,15.333333333333334,11.260416666666666,96,4.072916666666667,0.5332303793805329,2.5830729166666666,5.541666666666667,4.742605279893878e-06,2.8455631679363267e-05
claude-haiku-4-5,PTO,PCT_ChangeProp,0,0.5198512260855043,0.5231385391391785,96,-0.003287313053674187,-0.017287046729418654,-0.0402415595680259,0.035317068938544936,0.8259308256740822,1.0
claude-haiku-4-5,PTO,PCT_ChangeProp,1,0.51317675228932,0.5432596838431974,96,-0.03008293155387734,-0.14350281788499625,-0.07183837985427644,0.011786818351406861,0.23699613711860013,1.0
claude-haiku-4-5,PTO,PCT_ChangeProp,2,0.542711338736155,0.5576549259243346,96,-0.01494358718817975,-0.06697887745326286,-0.060420349112302214,0.029598558833218547,0.37099661315957055,1.0
claude-haiku-4-5,PTO,PCT_ChangeProp,3,0.5717457162201262,0.5816708467247108,96,-0.009925130504584758,-0.04296722558181825,-0.0554451521039649,0.03719642163480678,0.6166632111549522,1.0
claude-haiku-4-5,PTO,PCT_ChangeProp,4,0.5763055578680579,0.6229398952333356,96,-0.04663433736527777,-0.27892944346444853,-0.07803379564353345,-0.013913337590037989,0.0041228109402039245,0.04122810940203925
claude-haiku-4-5,PTO,PCT_ChangeProp,5,0.5831129816194155,0.6296536439031223,96,-0.046540662283706846,-0.22361868901532206,-0.08910219776586747,-0.0072641177154712765,0.04981991613023073,0.44837924517207656
claude-haiku-4-5,PTO,PCT_ChangeProp,6,0.6123662643399486,0.615192601176057,96,-0.0028263368361085097,-0.017556067515695085,-0.03377246932938206,0.02991232966120488,0.9223971464320886,1.0
claude-haiku-4-5,PTO,PCT_ChangeProp,7,0.5820263572319493,0.6128088992978699,96,-0.030782542065920553,-0.13138415409299306,-0.08171505007013183,0.012241504365875452,0.19068202194363593,1.0
claude-haiku-4-5,PTO,PCT_ChangeProp,8,0.6051231832663237,0.6302517551283999,96,-0.02512857186207612,-0.13740492211170116,-0.061272790435184014,0.010010366640681808,0.2813473505182984,1.0
claude-haiku-4-5,PTO,PCT_ChangeProp,9,0.6378845988910328,0.6600138363863083,96,-0.02212923749527558,-0.10162828743746341,-0.06572116007487525,0.021367322719099982,0.13787508918885985,1.0
claude-haiku-4-5,PTO,PCT_ChangeProp,10,0.6332057121119621,0.6845523225115656,96,-0.05134661039960375,-0.2528897685169886,-0.09207389706788181,-0.009623347759529135,0.0027654866763637377,0.030420353440001116
claude-haiku-4-5,PTO,PCT_GlobalMean,0,2.6909722222222228,2.7083333333333335,96,-0.017361111111111115,-0.02510945144629559,-0.15625,0.11805555555555557,0.9141580692925533,1.0
claude-haiku-4-5,PTO,PCT_GlobalMean,1,2.75,2.7291666666666665,96,0.020833333333333315,0.025568842179038296,-0.1424479166666667,0.18055555555555555,0.6101958277313155,1.0
claude-haiku-4-5,PTO,PCT_GlobalMean,2,2.8402777777777772,2.9236111111111107,96,-0.08333333333333333,-0.0958706236059213,-0.25347222222222215,0.08680555555555554,0.2672399320117167,1.0
claude-haiku-4-5,PTO,PCT_GlobalMean,3,2.934027777777778,3.0104166666666665,96,-0.07638888888888888,-0.09767416484085768,-0.23263888888888884,0.07291666666666669,0.4134788823181481,1.0
claude-haiku-4-5,PTO,PCT_GlobalMean,4,3.027777777777778,3.111111111111112,96,-0.08333333333333336,-0.1259986843153446,-0.21875,0.048611111111111105,0.2428323795040882,1.0
claude-haiku-4-5,PTO,PCT_GlobalMean,5,3.006944444444444,3.201388888888889,96,-0.19444444444444442,-0.27312883219162154,-0.3299479166666667,-0.05555555555555556,0.015530758555453392,0.1661648981044586
claude-haiku-4-5,PTO,PCT_GlobalMean,6,3.090277777777778,3.1944444444444446,96,-0.1041666666666667,-0.17226615961383934,-0.22578125000000007,0.0174479166666662,0.044306043359296714,0.39875439023367043
claude-haiku-4-5,PTO,PCT_GlobalMean,7,3.0347222222222228,3.1979166666666665,96,-0.16319444444444448,-0.18833213806754992,-0.34375,0.003472222222222229,0.08131404731741851,0.6505123785393481
claude-haiku-4-5,PTO,PCT_GlobalMean,8,3.1319444444444446,3.232638888888889,96,-0.10069444444444443,-0.15470010721643784,-0.22916666666666666,0.02439236111111067,0.17669382293442415,1.0
claude-haiku-4-5,PTO,PCT_GlobalMean,9,3.236111111111111,3.2708333333333335,96,-0.03472222222222224,-0.04456812099853766,-0.1909722222222222,0.11805555555555554,0.4008448619992515,1.0
claude-haiku-4-5,PTO,PCT_GlobalMean,10,3.1701388888888893,3.371527777777778,96,-0.20138888888888884,-0.26051085238526567,-0.35078125000000004,-0.04513888888888892,0.015105899827678055,0.1661648981044586
claude-haiku-4-5,PTO,PCT_Importance,0,3.0833333333333335,3.1041666666666665,96,-0.020833333333333332,-0.026223809971182285,-0.16666666666666666,0.13541666666666666,0.7980306045842009,1.0
claude-haiku-4-5,PTO,PCT_Importance,1,3.1354166666666665,3.1354166666666665,96,0.0,0.0,-0.16666666666666666,0.16666666666666666,0.8955463317959486,1.0
claude-haiku-4-5,PTO,PCT_Importance,2,3.1770833333333335,3.28125,96,-0.10416666666666667,-0.11425930637854975,-0.28125,0.07291666666666667,0.30788351400792324,1.0
claude-haiku-4-5,PTO,PCT_Importance,3,3.1979166666666665,3.3020833333333335,96,-0.10416666666666667,-0.13951580689086873,-0.2604166666666667,0.052083333333333336,0.17853109811228962,1.0
claude-haiku-4-5,PTO,PCT_Importance,4,3.21875,3.3020833333333335,96,-0.08333333333333333,-0.12633693642548224,-0.21875,0.041666666666666664,0.21034572988546352,1.0
claude-haiku-4-5,PTO,PCT_Importance,5,3.15625,3.3333333333333335,96,-0.17708333333333334,-0.24915293149355622,-0.3125,-0.03125,0.01762593836600917,0.1938853220261009
claude-haiku-4-5,PTO,PCT_Importance,6,3.28125,3.40625,96,-0.125,-0.19144512155680862,-0.2604166666666667,0.010416666666666666,0.06407750645105952,0.5766975580595356
claude-haiku-4-5,PTO,PCT_Importance,7,3.1666666666666665,3.34375,96,-0.17708333333333334,-0.20932365105053757,-0.3541666666666667,-0.010416666666666666,0.04347314070973952,0.43473140709739516
claude-haiku-4-5,PTO,PCT_Importance,8,3.3229166666666665,3.3333333333333335,96,-0.010416666666666666,-0.015136817824087838,-0.14583333333333334,0.125,0.8814974521910136,1.0
claude-haiku-4-5,PTO,PCT_Importance,9,3.3958333333333335,3.375,96,0.020833333333333332,0.025797088992620135,-0.13541666666666666,0.17708333333333334,0.7755688915941141,1.0
claude-haiku-4-5,PTO,PCT_Importance,10,3.3020833333333335,3.4270833333333335,96,-0.125,-0.1681481772836373,-0.2708333333333333,0.010416666666666666,0.10012694950529329,0.8010155960423463
claude-haiku-4-5,PTO,PCT_Confidence,0,2.3125,2.2916666666666665,96,0.020833333333333332,0.027144895856492362,-0.13541666666666666,0.16666666666666666,0.7914246387997571,1.0
claude-haiku-4-5,PTO,PCT_Confidence,1,2.34375,2.3125,96,0.03125,0.0351927169429123,-0.14583333333333334,0.19791666666666666,0.6568341118901987,1.0
claude-haiku-4-5,PTO,PCT_Confidence,2,2.46875,2.5520833333333335,96,-0.08333333333333333,-0.09754601149700769,-0.25,0.08333333333333333,0.33764347442966036,1.0
claude-haiku-4-5,PTO,PCT_Confidence,3,2.4791666666666665,2.6458333333333335,96,-0.16666666666666666,-0.18716169085866302,-0.34375,0.010416666666666666,0.06840691423465375,0.4104414854079225
claude-haiku-4-5,PTO,PCT_Confidence,4,2.6458333333333335,2.7395833333333335,96,-0.09375,-0.12193658550577842,-0.25,0.05234374999999858,0.20449264405136947,0.8179705762054779
claude-haiku-4-5,PTO,PCT_Confidence,5,2.6770833333333335,2.8541666666666665,96,-0.17708333333333334,-0.2306672155749171,-0.3229166666666667,-0.03125,0.030807096244730443,0.24645676995784355
claude-haiku-4-5,PTO,PCT_Confidence,6,2.6875,2.8541666666666665,96,-0.16666666666666666,-0.24677405839641225,-0.3020833333333333,-0.020833333333333332,0.01927630555388556,0.1927630555388556
claude-haiku-4-5,PTO,PCT_Confidence,7,2.7291666666666665,2.9166666666666665,96,-0.1875,-0.2238950353777228,-0.3645833333333333,-0.03125,0.027147632123677507,0.24432868911309757
claude-haiku-4-5,PTO,PCT_Confidence,8,2.78125,2.90625,96,-0.125,-0.18263828068899934,-0.2604166666666667,0.0,0.07254432034300133,0.4104414854079225
claude-haiku-4-5,PTO,PCT_Confidence,9,2.84375,3.0,96,-0.15625,-0.19884958159412813,-0.3125,-0.010416666666666666,0.056909555226662904,0.3983668865866403
claude-haiku-4-5,PTO,PCT_Confidence,10,2.8020833333333335,3.0833333333333335,96,-0.28125,-0.3389570792544156,-0.4479166666666667,-0.10416666666666667,0.0013043272873966589,0.014347600161363248
claude-haiku-4-5,PTO,PCT_Readiness,0,2.6770833333333335,2.7291666666666665,96,-0.052083333333333336,-0.061228994323940196,-0.21875,0.11484374999999858,0.6020094165073318,1.0
claude-haiku-4-5,PTO,PCT_Readiness,1,2.7708333333333335,2.7395833333333335,96,0.03125,0.03032164724633519,-0.16666666666666666,0.22916666666666666,0.7520515655613336,1.0
claude-haiku-4-5,PTO,PCT_Readiness,2,2.875,2.9375,96,-0.0625,-0.0561683933950234,-0.28125,0.14583333333333334,0.5783072855340328,1.0
claude-haiku-4-5,PTO,PCT_Readiness,3,3.125,3.0833333333333335,96,0.041666666666666664,0.04064552850192614,-0.16666666666666666,0.23958333333333334,0.580751418947852,1.0
claude-haiku-4-5,PTO,PCT_Readiness,4,3.21875,3.2916666666666665,96,-0.07291666666666667,-0.08347391982810608,-0.23958333333333334,0.10416666666666667,0.3989090760678753,1.0
claude-haiku-4-5,PTO,PCT_Readiness,5,3.1875,3.4166666666666665,96,-0.22916666666666666,-0.24824612093361376,-0.40625,-0.052083333333333336,0.022805294508497564,0.2508582395934732
claude-haiku-4-5,PTO,PCT_Readiness,6,3.3020833333333335,3.3229166666666665,96,-0.020833333333333332,-0.02463197332641041,-0.17734375,0.14583333333333334,0.8652612557643746,1.0
claude-haiku-4-5,PTO,PCT_Readiness,7,3.2083333333333335,3.3333333333333335,96,-0.125,-0.10278592617288168,-0.375,0.10416666666666667,0.3443569529051915,1.0
claude-haiku-4-5,PTO,PCT_Readiness,8,3.2916666666666665,3.4583333333333335,96,-0.16666666666666666,-0.18716169085866302,-0.34401041666666665,0.00026041666666524555,0.09772576910059595,0.8795319219053636
claude-haiku-4-5,PTO,PCT_Readiness,9,3.46875,3.4375,96,0.03125,0.030626682498838754,-0.17708333333333334,0.22916666666666666,0.8591801845883114,1.0
claude-haiku-4-5,PTO,PCT_Readiness,10,3.40625,3.6041666666666665,96,-0.19791666666666666,-0.19364295638061246,-0.40625,0.010416666666666666,0.05522207303230128,0.5522207303230129
claude-haiku-4-5,PTO,PCT_ChangeTalk,0,5.979166666666667,6.8125,96,-0.8333333333333334,-0.1355731417747577,-2.0315104166666664,0.3854166666666667,0.21209152475563608,1.0
claude-haiku-4-5,PTO,PCT_ChangeTalk,1,5.916666666666667,5.90625,96,0.010416666666666666,0.0018261725013800443,-1.1145833333333333,1.0833333333333333,0.7237188206642526,1.0
claude-haiku-4-5,PTO,PCT_ChangeTalk,2,6.270833333333333,6.375,96,-0.10416666666666667,-0.0189091229960986,-1.1979166666666667,1.0002604166666653,0.9220663058940668,1.0
claude-haiku-4-5,PTO,PCT_ChangeTalk,3,5.260416666666667,6.666666666666667,96,-1.40625,-0.23994151864553495,-2.5315104166666664,-0.23958333333333334,0.10611098530425987,0.6366659118255592
claude-haiku-4-5,PTO,PCT_ChangeTalk,4,5.65625,5.96875,96,-0.3125,-0.06709842746860374,-1.23984375,0.5835937499999986,0.832220203603335,1.0
claude-haiku-4-5,PTO,PCT_ChangeTalk,5,5.302083333333333,6.145833333333333,96,-0.84375,-0.16969375485038415,-1.8541666666666667,0.11458333333333333,0.3128061755775614,1.0
claude-haiku-4-5,PTO,PCT_ChangeTalk,6,5.135416666666667,6.385416666666667,96,-1.25,-0.3080728606483062,-2.0625,-0.46848958333333474,0.004903420571590344,0.03922736457272275
claude-haiku-4-5,PTO,PCT_ChangeTalk,7,5.145833333333333,6.21875,96,-1.0729166666666667,-0.22508824537797836,-2.0833333333333335,-0.12447916666666951,0.054170261206765775,0.37919182844736044
claude-haiku-4-5,PTO,PCT_ChangeTalk,8,5.072916666666667,6.40625,96,-1.3333333333333333,-0.2988247059921439,-2.2291666666666665,-0.45807291666666805,0.00033257903812983187,0.0029932113431684866
claude-haiku-4-5,PTO,PCT_ChangeTalk,9,4.791666666666667,7.5625,96,-2.7708333333333335,-0.5150959410346584,-3.865104166666667,-1.7395833333333333,9.09681464626766e-06,9.096814646267661e-05
claude-haiku-4-5,PTO,PCT_ChangeTalk,10,4.979166666666667,8.239583333333334,96,-3.2604166666666665,-0.5638468900776255,-4.4375,-2.1557291666666694,1.0825725164944697e-06,1.1908297681439167e-05
claude-haiku-4-5,PTO,PCT_SustainTalk,0,5.614583333333333,5.78125,96,-0.16666666666666666,-0.03223670874548497,-1.20859375,0.8333333333333334,0.7346209223890312,1.0
claude-haiku-4-5,PTO,PCT_SustainTalk,1,5.0,5.135416666666667,96,-0.13541666666666666,-0.026359429350954932,-1.1354166666666667,0.9169270833333318,0.848332891686302,1.0
claude-haiku-4-5,PTO,PCT_SustainTalk,2,5.458333333333333,4.854166666666667,96,0.6041666666666666,0.14001022754281245,-0.2916666666666667,1.4270833333333333,0.05158386023629995,0.46425474212669954
claude-haiku-4-5,PTO,PCT_SustainTalk,3,4.65625,4.09375,96,0.5625,0.15314536040709895,-0.13541666666666666,1.2708333333333333,0.4100771075170302,1.0
claude-haiku-4-5,PTO,PCT_SustainTalk,4,4.375,3.8541666666666665,96,0.5208333333333334,0.12066437078610237,-0.34375,1.3333333333333333,0.01488398630220338,0.1488398630220338
claude-haiku-4-5,PTO,PCT_SustainTalk,5,4.395833333333333,3.875,96,0.5208333333333334,0.14557983647859765,-0.1875,1.25,0.2111418285955874,1.0
claude-haiku-4-5,PTO,PCT_SustainTalk,6,3.8020833333333335,4.208333333333333,96,-0.40625,-0.1385168552698574,-1.0,0.15625,0.2336539921969144,1.0
claude-haiku-4-5,PTO,PCT_SustainTalk,7,4.09375,3.59375,96,0.5,0.15861556766309146,-0.0625,1.1666666666666667,0.18412870799104253,1.0
claude-haiku-4-5,PTO,PCT_SustainTalk,8,3.5208333333333335,4.28125,96,-0.7604166666666666,-0.2493519179427046,-1.3856770833333334,-0.16640625000000142,0.009577861323061581,0.10535647455367739
claude-haiku-4-5,PTO,PCT_SustainTalk,9,3.1458333333333335,3.78125,96,-0.6354166666666666,-0.19986217177158103,-1.3127604166666667,-0.041666666666666664,0.3273894916733765,1.0
claude-haiku-4-5,PTO,PCT_SustainTalk,10,3.3541666666666665,3.6041666666666665,96,-0.25,-0.08604281831472715,-0.8645833333333334,0.3335937499999986,0.46390607358891733,1.0
claude-haiku-4-5,PTO,PCT_Neutral,0,2.4791666666666665,2.6666666666666665,96,-0.1875,-0.06591827314753942,-0.7294270833333333,0.375,0.696770911821552,1.0
claude-haiku-4-5,PTO,PCT_Neutral,1,2.0104166666666665,2.125,96,-0.11458333333333333,-0.03994405980391298,-0.6979166666666666,0.4375,0.962349177726668,1.0
claude-haiku-4-5,PTO,PCT_Neutral,2,2.0625,2.0104166666666665,96,0.052083333333333336,0.022375193028089945,-0.4166666666666667,0.4898437499999986,0.6634282014095935,1.0
claude-haiku-4-5,PTO,PCT_Neutral,3,2.0208333333333335,1.9583333333333333,96,0.0625,0.024354811499103072,-0.4375,0.5627604166666652,0.7982489776630926,1.0
claude-haiku-4-5,PTO,PCT_Neutral,4,1.8958333333333333,1.6041666666666667,96,0.2916666666666667,0.14510328920809168,-0.08333333333333333,0.6875,0.15798716960068382,1.0
claude-haiku-4-5,PTO,PCT_Neutral,5,1.8854166666666667,1.8020833333333333,96,0.08333333333333333,0.053402482789731684,-0.23958333333333334,0.40625,0.5341859391531946,1.0
claude-haiku-4-5,PTO,PCT_Neutral,6,1.9270833333333333,2.0208333333333335,96,-0.09375,-0.052567495728808145,-0.4791666666666667,0.23958333333333334,0.7743469190946104,1.0
claude-haiku-4-5,PTO,PCT_Neutral,7,2.09375,1.8333333333333333,96,0.2604166666666667,0.1336854734081753,-0.13541666666666666,0.65625,0.3629739528501412,1.0
claude-haiku-4-5,PTO,PCT_Neutral,8,1.7708333333333333,2.1145833333333335,96,-0.34375,-0.1583551468394413,-0.7604166666666666,0.07291666666666667,0.030280070957483703,0.2725206386173533
claude-haiku-4-5,PTO,PCT_Neutral,9,1.6458333333333333,2.3854166666666665,96,-0.7395833333333334,-0.355793367458113,-1.1770833333333333,-0.3333333333333333,0.0010738844033842776,0.011812728437227053
claude-haiku-4-5,PTO,PCT_Neutral,10,1.8229166666666667,2.4791666666666665,96,-0.65625,-0.2914489660949225,-1.09375,-0.20833333333333334,0.015523669149346246,0.15523669149346245
claude-haiku-4-5,PTO,PCT_BehaviorTotal,0,14.072916666666666,15.260416666666666,96,-1.1875,-0.11270382841732368,-3.2190104166666664,0.875,0.24119445579090393,1.0
claude-haiku-4-5,PTO,PCT_BehaviorTotal,1,12.927083333333334,13.166666666666666,96,-0.23958333333333334,-0.02406817066888567,-2.1770833333333335,1.7401041666666637,0.9064020144330679,1.0
claude-haiku-4-5,PTO,PCT_BehaviorTotal,2,13.791666666666666,13.239583333333334,96,0.5520833333333334,0.06179907968180884,-1.1877604166666667,2.3132812499999957,0.5018813267244828,1.0
claude-haiku-4-5,PTO,PCT_BehaviorTotal,3,11.9375,12.71875,96,-0.78125,-0.08284464445340516,-2.55234375,1.0208333333333333,0.4952013200155174,1.0
claude-haiku-4-5,PTO,PCT_BehaviorTotal,4,11.927083333333334,11.427083333333334,96,0.5,0.060051096776926174,-1.05234375,2.0729166666666665,0.3958553220090647,1.0
claude-haiku-4-5,PTO,PCT_BehaviorTotal,5,11.583333333333334,11.822916666666666,96,-0.23958333333333334,-0.03092603464162073,-1.80234375,1.3440104166666653,0.7441765197296435,1.0
claude-haiku-4-5,PTO,PCT_BehaviorTotal,6,10.864583333333334,12.614583333333334,96,-1.75,-0.2756854760659121,-2.9690104166666664,-0.5833333333333334,0.0077219814703491756,0.061775851762793405
claude-haiku-4-5,PTO,PCT_BehaviorTotal,7,11.333333333333334,11.645833333333334,96,-0.3125,-0.04257308948074166,-1.7919270833333334,1.1458333333333333,0.5676061613761678,1.0
claude-haiku-4-5,PTO,PCT_BehaviorTotal,8,10.364583333333334,12.802083333333334,96,-2.4375,-0.35370396621948075,-3.8125,-1.083072916666668,5.638220643605638e-05,0.0005074398579245074
claude-haiku-4-5,PTO,PCT_BehaviorTotal,9,9.583333333333334,13.729166666666666,96,-4.145833333333333,-0.617233756148973,-5.500260416666666,-2.812239583333335,9.254146455788648e-08,1.0179561101367512e-06
claude-haiku-4-5,PTO,PCT_BehaviorTotal,10,10.15625,14.322916666666666,96,-4.166666666666667,-0.5490399846605916,-5.645833333333333,-2.6979166666666665,1.7248449558766722e-06,1.7248449558766724e-05
claude-haiku-4-5,GRPO,PCT_ChangeProp,0,0.5257424001362452,0.5065575634382947,96,0.019184836697950423,0.08797454454846312,-0.024854925808225112,0.06342037898821959,0.40305585711431235,1.0
claude-haiku-4-5,GRPO,PCT_ChangeProp,1,0.5390022408052467,0.5219517419304677,96,0.017050498874779146,0.08161255945400382,-0.021874694483754255,0.05892801208715247,0.79746771968048,1.0
claude-haiku-4-5,GRPO,PCT_ChangeProp,2,0.5526926184085417,0.5604395906415441,96,-0.00774697223300249,-0.03443679587148055,-0.052436976976952814,0.038430170001300126,0.4655113624543473,1.0
claude-haiku-4-5,GRPO,PCT_ChangeProp,3,0.6006299741157436,0.6226218384154134,96,-0.021991864299669858,-0.12369975979158968,-0.05850373468290794,0.013038662116636715,0.24675525513125174,0.987021020525007
claude-haiku-4-5,GRPO,PCT_ChangeProp,4,0.5855126108125334,0.6507113609871804,96,-0.06519875017464699,-0.3665120992061885,-0.09888169861810824,-0.030344252623167544,0.00037233677983515464,0.002234020679010928
claude-haiku-4-5,GRPO,PCT_ChangeProp,5,0.554870743927197,0.6223116095648991,96,-0.06744086563770194,-0.3729990632089324,-0.10535669094036089,-0.03117107506795249,0.0005574574664504758,0.002787287332252379
claude-haiku-4-5,GRPO,PCT_GlobalMean,0,2.756944444444444,2.6875,96,0.06944444444444446,0.08788559981832751,-0.0833333333333333,0.232725694444444,0.350713396040228,1.0
claude-haiku-4-5,GRPO,PCT_GlobalMean,1,2.847222222222222,2.7916666666666665,96,0.055555555555555546,0.0762959922366342,-0.08689236111111116,0.20138888888888887,0.5009439046223121,1.0
claude-haiku-4-5,GRPO,PCT_GlobalMean,2,2.881944444444444,2.888888888888889,96,-0.006944444444444471,-0.009173625166841313,-0.15625000000000003,0.14236111111111105,0.6688826805753649,1.0
claude-haiku-4-5,GRPO,PCT_GlobalMean,3,3.1041666666666665,3.173611111111111,96,-0.06944444444444443,-0.09863317433982993,-0.21874999999999997,0.07291666666666669,0.368626335924476,1.0
claude-haiku-4-5,GRPO,PCT_GlobalMean,4,3.024305555555556,3.3159722222222228,96,-0.2916666666666666,-0.4168906208170304,-0.4340277777777777,-0.14583333333333326,0.0003429362458097436,0.002057617474858462
claude-haiku-4-5,GRPO,PCT_GlobalMean,5,2.9479166666666665,3.170138888888889,96,-0.22222222222222218,-0.3158124962828401,-0.3680555555555555,-0.08671875000000039,0.005140220770617287,0.025701103853086434
claude-haiku-4-5,GRPO,PCT_Importance,0,3.2083333333333335,3.1145833333333335,96,0.09375,0.11234341961187468,-0.0625,0.2604166666666667,0.2813868591847687,1.0
claude-haiku-4-5,GRPO,PCT_Importance,1,3.1666666666666665,3.1041666666666665,96,0.0625,0.08167832218285792,-0.09375,0.22916666666666666,0.42755454446629404,1.0
claude-haiku-4-5,GRPO,PCT_Importance,2,3.1979166666666665,3.2083333333333335,96,-0.010416666666666666,-0.015484919489777088,-0.14583333333333334,0.125,0.8723979067526602,1.0
claude-haiku-4-5,GRPO,PCT_Importance,3,3.3020833333333335,3.3125,96,-0.010416666666666666,-0.01481118384118929,-0.15625,0.13541666666666666,0.8840279686806821,1.0
claude-haiku-4-5,GRPO,PCT_Importance,4,3.2083333333333335,3.4166666666666665,96,-0.20833333333333334,-0.2820434354210258,-0.3541666666666667,-0.052083333333333336,0.007729706259398837,0.04637823755639302
claude-haiku-4-5,GRPO,PCT_Importance,5,3.125,3.2708333333333335,96,-0.14583333333333334,-0.2011011872599851,-0.2916666666666667,0.0,0.05220363534131463,0.2610181767065731
claude-haiku-4-5,GRPO,PCT_Confidence,0,2.2708333333333335,2.2708333333333335,96,0.0,0.0,-0.16666666666666666,0.1875,0.9586744114825219,1.0
claude-haiku-4-5,GRPO,PCT_Confidence,1,2.4895833333333335,2.3854166666666665,96,0.10416666666666667,0.1345277669043682,-0.052083333333333336,0.2604166666666667,0.1982210993152067,0.7928843972608268
claude-haiku-4-5,GRPO,PCT_Confidence,2,2.4791666666666665,2.4895833333333335,96,-0.010416666666666666,-0.013449087797714362,-0.16666666666666666,0.13541666666666666,0.8857393562879884,1.0
claude-haiku-4-5,GRPO,PCT_Confidence,3,2.7395833333333335,2.8229166666666665,96,-0.08333333333333333,-0.10048775604841745,-0.25,0.08333333333333333,0.3138385837729142,0.9415157513187425
claude-haiku-4-5,GRPO,PCT_Confidence,4,2.6145833333333335,2.9479166666666665,96,-0.3333333333333333,-0.4825382236205769,-0.46875,-0.19765625000000142,2.0759101306963275e-05,0.00012455460784177965
claude-haiku-4-5,GRPO,PCT_Confidence,5,2.625,2.8645833333333335,96,-0.23958333333333334,-0.33885915696513375,-0.375,-0.10390625000000142,0.0016399603273699946,0.008199801636849973
claude-haiku-4-5,GRPO,PCT_Readiness,0,2.7916666666666665,2.6770833333333335,96,0.11458333333333333,0.1141399001343057,-0.08333333333333333,0.3125,0.2493711862399225,0.99748474495969
claude-haiku-4-5,GRPO,PCT_Readiness,1,2.8854166666666665,2.8854166666666665,96,0.0,0.0,-0.19791666666666666,0.19791666666666666,0.9950832412736708,1.0
claude-haiku-4-5,GRPO,PCT_Readiness,2,2.96875,2.96875,96,0.0,0.0,-0.21875,0.20833333333333334,0.9832370288348818,1.0
claude-haiku-4-5,GRPO,PCT_Readiness,3,3.2708333333333335,3.3854166666666665,96,-0.11458333333333333,-0.12666661083566594,-0.3020833333333333,0.0625,0.26739942435669106,0.99748474495969
claude-haiku-4-5,GRPO,PCT_Readiness,4,3.25,3.5833333333333335,96,-0.3333333333333333,-0.351707146169461,-0.53125,-0.13541666666666666,0.0011635384098507306,0.006981230459104384
claude-haiku-4-5,GRPO,PCT_Readiness,5,3.09375,3.375,96,-0.28125,-0.2867255455335964,-0.4791666666666667,-0.08333333333333333,0.005191741952942204,0.02595870976471102
claude-haiku-4-5,GRPO,PCT_ChangeTalk,0,6.708333333333333,5.75,96,0.9583333333333334,0.15779988304393844,-0.29192708333333334,2.1458333333333335,0.14021766516679912,0.7010883258339956
claude-haiku-4-5,GRPO,PCT_ChangeTalk,1,5.65625,6.385416666666667,96,-0.7291666666666666,-0.12816486722951156,-1.8125,0.4273437499999986,0.11430706817202868,0.6858424090321721
claude-haiku-4-5,GRPO,PCT_ChangeTalk,2,7.229166666666667,6.885416666666667,96,0.34375,0.05670074547581837,-0.8544270833333333,1.5315104166666653,0.5204635479138349,1.0
claude-haiku-4-5,GRPO,PCT_ChangeTalk,3,6.427083333333333,7.083333333333333,96,-0.65625,-0.13003320980929522,-1.64609375,0.40625,0.46609691727743996,1.0
claude-haiku-4-5,GRPO,PCT_ChangeTalk,4,6.364583333333333,6.885416666666667,96,-0.5208333333333334,-0.10108614167276317,-1.48984375,0.53125,0.5022770822693458,1.0
claude-haiku-4-5,GRPO,PCT_ChangeTalk,5,5.791666666666667,5.541666666666667,96,0.25,0.06346774520289622,-0.5419270833333333,1.0208333333333333,0.3311185716192522,1.0
claude-haiku-4-5,GRPO,PCT_SustainTalk,0,5.53125,5.927083333333333,96,-0.3958333333333333,-0.08246229525448424,-1.3125,0.5835937499999986,0.24590941688456536,0.8171561566138461
claude-haiku-4-5,GRPO,PCT_SustainTalk,1,4.916666666666667,5.520833333333333,96,-0.6041666666666666,-0.14178466409171891,-1.4375,0.22916666666666666,0.20428903915346153,0.8171561566138461
claude-haiku-4-5,GRPO,PCT_SustainTalk,2,5.9375,5.78125,96,0.15625,0.02993261341372381,-0.9270833333333334,1.1979166666666667,0.47207647888342763,0.9441529577668553
