contrast,arm_a,arm_b,select_judge,eval_judge,honest_selection,budget_gpu_h,best_iter_a,best_iter_b,model_a,model_b,mean_a,mean_b,n,mean_delta,dz,ci_lo,ci_hi,p,p_holm,delta_K0_minus_K5,dz_K0_minus_K5
method_K0,PTO_LA0,GRPO_LA0,claude-haiku-4-5,gpt-4o-mini,True,4.66,5,1,PTOExp3_LA0_I5,GRPOExp3_LA0_I1,4.014460784313726,3.2689950980392157,96,0.7454656862745098,0.7824045072879456,0.5618995098039216,0.9440732230392157,4.4381905461957464e-11,8.876381092391493e-11,,
method_K0,PTO_LA0,GRPO_LA0,claude-haiku-4-5,gpt-4o-mini,True,5.37,6,2,PTOExp3_LA0_I6,GRPOExp3_LA0_I2,4.15392156862745,3.359375,96,0.794546568627451,0.909399037153338,0.6205713848039216,0.9717754289215685,1.089748295587078e-13,4.358993182348312e-13,,
method_K0,PTO_LA0,GRPO_LA0,claude-haiku-4-5,gpt-4o-mini,True,6.07,6,2,PTOExp3_LA0_I6,GRPOExp3_LA0_I2,4.15392156862745,3.359375,96,0.794546568627451,0.909399037153338,0.6205713848039216,0.9717754289215685,1.089748295587078e-13,4.358993182348312e-13,,
method_K0,PTO_LA0,GRPO_LA0,claude-haiku-4-5,gpt-4o-mini,True,6.88,8,2,PTOExp3_LA0_I8,GRPOExp3_LA0_I2,4.220649509803922,3.359375,96,0.8612745098039216,0.9932683865312609,0.6886351102941178,1.0440625000000001,2.427468609663829e-15,1.2137343048319145e-14,,
method_K0,PTO_LA0,GRPO_LA0,claude-haiku-4-5,gpt-4o-mini,True,7.49,9,2,PTOExp3_LA0_I9,GRPOExp3_LA0_I2,4.238419117647059,3.359375,96,0.879044117647059,1.0682338281851698,0.7181341911764708,1.0501838235294116,1.4337716235327104e-15,8.602629741196263e-15,,
method_K0,PTO_LA0,GRPO_LA0,claude-haiku-4-5,gpt-4o-mini,True,8.12,9,2,PTOExp3_LA0_I9,GRPOExp3_LA0_I2,4.238419117647059,3.359375,96,0.879044117647059,1.0682338281851698,0.7181341911764708,1.0501838235294116,1.4337716235327104e-15,8.602629741196263e-15,,
method_K0,PTO_LA0,GRPO_LA0,claude-haiku-4-5,claude-haiku-4-5,False,2.8,3,1,PTOExp3_LA0_I3,GRPOExp3_LA0_I1,2.480208333333333,2.073958333333333,96,0.40625,0.576008283436008,0.2688066789215686,0.5419960171568626,5.109277334207435e-07,5.109277334207435e-07,,
method_K0,PTO_LA0,GRPO_LA0,claude-haiku-4-5,claude-haiku-4-5,False,3.9,4,1,PTOExp3_LA0_I4,GRPOExp3_LA0_I1,2.6804534313725488,2.073958333333333,96,0.6064950980392156,0.8434775725568153,0.46365655637254904,0.7429457720588232,1.1192673739309766e-10,2.2385347478619532e-10,,
method_K0,PTO_LA0,GRPO_LA0,claude-haiku-4-5,claude-haiku-4-5,False,4.66,5,1,PTOExp3_LA0_I5,GRPOExp3_LA0_I1,2.7519607843137255,2.073958333333333,96,0.6780024509803922,0.96353177349963,0.5396875,0.8232873774509804,3.4104310195917185e-12,1.0231293058775155e-11,,
method_K0,PTO_LA0,GRPO_LA0,claude-haiku-4-5,claude-haiku-4-5,False,5.37,6,2,PTOExp3_LA0_I6,GRPOExp3_LA0_I2,2.8495710784313726,2.1067401960784315,96,0.7428308823529411,1.1436177425827687,0.6173912377450981,0.8729886642156863,4.943131637309616e-14,1.9772526549238463e-13,,
method_K0,PTO_LA0,GRPO_LA0,claude-haiku-4-5,claude-haiku-4-5,False,6.07,6,2,PTOExp3_LA0_I6,GRPOExp3_LA0_I2,2.8495710784313726,2.1067401960784315,96,0.7428308823529411,1.1436177425827687,0.6173912377450981,0.8729886642156863,4.943131637309616e-14,1.9772526549238463e-13,,
method_K0,PTO_LA0,GRPO_LA0,claude-haiku-4-5,claude-haiku-4-5,False,6.88,8,2,PTOExp3_LA0_I8,GRPOExp3_LA0_I2,2.8954656862745094,2.1067401960784315,96,0.7887254901960784,1.3430864245178502,0.671436887254902,0.9072947303921568,1.2141657095495063e-15,6.070828547747532e-15,,
method_K0,PTO_LA0,GRPO_LA0,claude-haiku-4-5,claude-haiku-4-5,False,7.49,9,2,PTOExp3_LA0_I9,GRPOExp3_LA0_I2,2.9210784313725493,2.1067401960784315,96,0.8143382352941178,1.3936943053304007,0.6973391544117646,0.9293933823529409,4.1976699321930927e-16,2.5186019593158556e-15,,
method_K0,PTO_LA0,GRPO_LA0,claude-haiku-4-5,claude-haiku-4-5,False,8.12,9,2,PTOExp3_LA0_I9,GRPOExp3_LA0_I2,2.9210784313725493,2.1067401960784315,96,0.8143382352941178,1.3936943053304007,0.6973391544117646,0.9293933823529409,4.1976699321930927e-16,2.5186019593158556e-15,,
method_K5,PTO_LA5,GRPO_LA5,gpt-4o-mini,gpt-4o-mini,False,8.94,4,1,PTOExp3_LA5_I4,GRPOExp3_LA5_I1,3.8879901960784315,3.2715073529411764,96,0.616482843137255,0.6364647628550572,0.4317003676470587,0.8145021446078429,1.4953740437501404e-08,1.4953740437501404e-08,,
method_K5,PTO_LA5,GRPO_LA5,gpt-4o-mini,gpt-4o-mini,False,10.0,5,1,PTOExp3_LA5_I5,GRPOExp3_LA5_I1,4.016544117647059,3.2715073529411764,96,0.7450367647058824,0.8098852266580024,0.5641467524509803,0.9407766544117646,3.215452001828481e-11,9.646356005485444e-11,,
method_K5,PTO_LA5,GRPO_LA5,gpt-4o-mini,gpt-4o-mini,False,12.7,5,1,PTOExp3_LA5_I5,GRPOExp3_LA5_I1,4.016544117647059,3.2715073529411764,96,0.7450367647058824,0.8098852266580024,0.5641467524509803,0.9407766544117646,3.215452001828481e-11,9.646356005485444e-11,,
method_K5,PTO_LA5,GRPO_LA5,gpt-4o-mini,gpt-4o-mini,False,14.6,7,2,PTOExp3_LA5_I7,GRPOExp3_LA5_I2,4.085416666666666,3.435110294117647,96,0.6503063725490196,0.7779970873621896,0.4848452818627451,0.8197977941176471,2.204896362039185e-11,8.81958544815674e-11,,
method_K5,PTO_LA5,GRPO_LA5,gpt-4o-mini,gpt-4o-mini,False,16.17,8,2,PTOExp3_LA5_I8,GRPOExp3_LA5_I2,4.1438725490196076,3.435110294117647,96,0.7087622549019609,0.8868349873478317,0.5536060049019608,0.8802757352941176,1.6504222600361146e-13,8.252111300180573e-13,,
method_K5,PTO_LA5,GRPO_LA5,gpt-4o-mini,gpt-4o-mini,False,18.03,9,2,PTOExp3_LA5_I9,GRPOExp3_LA5_I2,4.19718137254902,3.435110294117647,96,0.7620710784313727,0.918694620762134,0.6027205882352943,0.9414276960784315,2.5561302094055945e-14,1.5336781256433566e-13,,
method_K5,PTO_LA5,GRPO_LA5,gpt-4o-mini,gpt-4o-mini,False,19.68,10,3,PTOExp3_LA5_I10,GRPOExp3_LA5_I3,4.306740196078431,3.861764705882353,96,0.44497549019607846,0.6728725658342178,0.31346047794117654,0.5829718137254902,2.6716662621197483e-10,5.343332524239497e-10,,
method_K5,PTO_LA5,GRPO_LA5,gpt-4o-mini,claude-haiku-4-5,True,8.94,4,1,PTOExp3_LA5_I4,GRPOExp3_LA5_I1,2.5573529411764704,2.046262254901961,96,0.5110906862745098,0.7087508565870325,0.36616421568627455,0.6528339460784313,8.27448396351572e-09,1.654896792703144e-08,,
method_K5,PTO_LA5,GRPO_LA5,gpt-4o-mini,claude-haiku-4-5,True,10.0,5,1,PTOExp3_LA5_I5,GRPOExp3_LA5_I1,2.578799019607843,2.046262254901961,96,0.5325367647058824,0.7890999807145339,0.39642769607843137,0.6625413602941175,3.2309044363115007e-10,9.692713308934502e-10,,
method_K5,PTO_LA5,GRPO_LA5,gpt-4o-mini,claude-haiku-4-5,True,12.7,5,1,PTOExp3_LA5_I5,GRPOExp3_LA5_I1,2.578799019607843,2.046262254901961,96,0.5325367647058824,0.7890999807145339,0.39642769607843137,0.6625413602941175,3.2309044363115007e-10,9.692713308934502e-10,,
method_K5,PTO_LA5,GRPO_LA5,gpt-4o-mini,claude-haiku-4-5,True,14.6,7,2,PTOExp3_LA5_I7,GRPOExp3_LA5_I2,2.7352941176470584,2.1416666666666666,96,0.5936274509803922,0.8211316124039165,0.453795955882353,0.7370343137254902,1.961450560570914e-10,8.098409577680048e-10,,
method_K5,PTO_LA5,GRPO_LA5,gpt-4o-mini,claude-haiku-4-5,True,16.17,8,2,PTOExp3_LA5_I8,GRPOExp3_LA5_I2,2.7096813725490194,2.1416666666666666,96,0.5680147058823529,0.7943952069652459,0.4274050245098039,0.7087745098039211,1.6196819155360097e-10,8.098409577680048e-10,,
method_K5,PTO_LA5,GRPO_LA5,gpt-4o-mini,claude-haiku-4-5,True,18.03,9,2,PTOExp3_LA5_I9,GRPOExp3_LA5_I2,2.733639705882353,2.1416666666666666,96,0.5919730392156862,0.8182472109607453,0.4517585784313726,0.7356908700980391,1.119227617778724e-10,6.715365706672344e-10,,
method_K5,PTO_LA5,GRPO_LA5,gpt-4o-mini,claude-haiku-4-5,True,19.68,10,3,PTOExp3_LA5_I10,GRPOExp3_LA5_I3,2.666973039215686,2.585906862745098,96,0.08106617647058828,0.13226520440428924,-0.039612438725490154,0.19890165441176472,0.07478446696417565,0.07478446696417565,,
method_K5,PTO_LA5,GRPO_LA5,claude-haiku-4-5,gpt-4o-mini,True,8.94,4,1,PTOExp3_LA5_I4,GRPOExp3_LA5_I1,3.8879901960784315,3.2715073529411764,96,0.616482843137255,0.6364647628550572,0.4317003676470587,0.8145021446078429,1.4953740437501404e-08,2.990748087500281e-08,,
method_K5,PTO_LA5,GRPO_LA5,claude-haiku-4-5,gpt-4o-mini,True,10.0,5,1,PTOExp3_LA5_I5,GRPOExp3_LA5_I1,4.016544117647059,3.2715073529411764,96,0.7450367647058824,0.8098852266580024,0.5641467524509803,0.9407766544117646,3.215452001828481e-11,9.646356005485444e-11,,
method_K5,PTO_LA5,GRPO_LA5,claude-haiku-4-5,gpt-4o-mini,True,12.7,5,1,PTOExp3_LA5_I5,GRPOExp3_LA5_I1,4.016544117647059,3.2715073529411764,96,0.7450367647058824,0.8098852266580024,0.5641467524509803,0.9407766544117646,3.215452001828481e-11,9.646356005485444e-11,,
method_K5,PTO_LA5,GRPO_LA5,claude-haiku-4-5,gpt-4o-mini,True,14.6,7,2,PTOExp3_LA5_I7,GRPOExp3_LA5_I2,4.085416666666666,3.435110294117647,96,0.6503063725490196,0.7779970873621896,0.4848452818627451,0.8197977941176471,2.204896362039185e-11,8.81958544815674e-11,,
method_K5,PTO_LA5,GRPO_LA5,claude-haiku-4-5,gpt-4o-mini,True,16.17,7,2,PTOExp3_LA5_I7,GRPOExp3_LA5_I2,4.085416666666666,3.435110294117647,96,0.6503063725490196,0.7779970873621896,0.4848452818627451,0.8197977941176471,2.204896362039185e-11,8.81958544815674e-11,,
method_K5,PTO_LA5,GRPO_LA5,claude-haiku-4-5,gpt-4o-mini,True,18.03,7,2,PTOExp3_LA5_I7,GRPOExp3_LA5_I2,4.085416666666666,3.435110294117647,96,0.6503063725490196,0.7779970873621896,0.4848452818627451,0.8197977941176471,2.204896362039185e-11,8.81958544815674e-11,,
method_K5,PTO_LA5,GRPO_LA5,claude-haiku-4-5,gpt-4o-mini,True,19.68,7,3,PTOExp3_LA5_I7,GRPOExp3_LA5_I3,4.085416666666666,3.861764705882353,96,0.2236519607843137,0.4066060978239796,0.11951286764705879,0.33170036764705874,1.0271189800141258e-05,1.0271189800141258e-05,,
method_K5,PTO_LA5,GRPO_LA5,claude-haiku-4-5,claude-haiku-4-5,False,8.94,4,1,PTOExp3_LA5_I4,GRPOExp3_LA5_I1,2.5573529411764704,2.046262254901961,96,0.5110906862745098,0.7087508565870325,0.36616421568627455,0.6528339460784313,8.27448396351572e-09,1.654896792703144e-08,,
method_K5,PTO_LA5,GRPO_LA5,claude-haiku-4-5,claude-haiku-4-5,False,10.0,5,1,PTOExp3_LA5_I5,GRPOExp3_LA5_I1,2.578799019607843,2.046262254901961,96,0.5325367647058824,0.7890999807145339,0.39642769607843137,0.6625413602941175,3.2309044363115007e-10,9.692713308934502e-10,,
method_K5,PTO_LA5,GRPO_LA5,claude-haiku-4-5,claude-haiku-4-5,False,12.7,5,1,PTOExp3_LA5_I5,GRPOExp3_LA5_I1,2.578799019607843,2.046262254901961,96,0.5325367647058824,0.7890999807145339,0.39642769607843137,0.6625413602941175,3.2309044363115007e-10,9.692713308934502e-10,,
method_K5,PTO_LA5,GRPO_LA5,claude-haiku-4-5,claude-haiku-4-5,False,14.6,7,2,PTOExp3_LA5_I7,GRPOExp3_LA5_I2,2.7352941176470584,2.1416666666666666,96,0.5936274509803922,0.8211316124039165,0.453795955882353,0.7370343137254902,1.961450560570914e-10,7.845802242283656e-10,,
method_K5,PTO_LA5,GRPO_LA5,claude-haiku-4-5,claude-haiku-4-5,False,16.17,7,2,PTOExp3_LA5_I7,GRPOExp3_LA5_I2,2.7352941176470584,2.1416666666666666,96,0.5936274509803922,0.8211316124039165,0.453795955882353,0.7370343137254902,1.961450560570914e-10,7.845802242283656e-10,,
method_K5,PTO_LA5,GRPO_LA5,claude-haiku-4-5,claude-haiku-4-5,False,18.03,7,2,PTOExp3_LA5_I7,GRPOExp3_LA5_I2,2.7352941176470584,2.1416666666666666,96,0.5936274509803922,0.8211316124039165,0.453795955882353,0.7370343137254902,1.961450560570914e-10,7.845802242283656e-10,,
method_K5,PTO_LA5,GRPO_LA5,claude-haiku-4-5,claude-haiku-4-5,False,19.68,7,3,PTOExp3_LA5_I7,GRPOExp3_LA5_I3,2.7352941176470584,2.585906862745098,96,0.1493872549019608,0.29482348037825995,0.05096660539215691,0.24836090686274506,0.006662826051931544,0.006662826051931544,,
